PLD (Å),LCD (Å),Sacc (m2/g-1),φ,NCO2 at 10 bar (mol/kg)
27.94632,56.61972,0.951278,7438.79,5.2746384919
19.78431,25.16222,0.930203,7154.2,4.5849212022
29.17815,37.18215,0.937068,7785.75,5.7066788134
15.67807,20.47078,0.873011,7474.75,5.6203628698
40.81635,43.23604,0.93606,7752.31,5.5831993698
8.91134,13.10313,0.799109,5985.99,8.5604268928
13.30163,16.6307,0.909287,7312.05,4.6157530356
9.56725,12.71424,0.81738,5450.8,11.1723031861
13.56358,18.70181,0.833203,6508.49,5.9632108155
31.48142,36.76118,0.931563,6897.97,4.7643591996
18.50026,21.78999,0.920209,7243.1,4.2936596783
14.13252,20.84107,0.871194,6335.91,5.5069148069
23.05236,28.81026,0.94051,7271.51,4.5442938646
24.12448,52.43591,0.941034,7355.23,4.8137989989
8.97073,12.54394,0.820505,6818.44,7.2509773207
14.60357,19.81542,0.915584,7426.58,4.5513604285
23.07194,29.05107,0.926067,7037.05,4.4850448127
10.92334,21.1166,0.862145,6184.34,5.1428626045
18.55189,18.94584,0.839696,5482.54,6.5962712974
17.79413,18.26903,0.823127,5034.23,6.2543529905
25.98198,28.62189,0.939314,7087.23,4.7443679622
34.16662,37.42405,0.961312,7868.03,5.8776653302
19.95971,20.37694,0.868398,5416.24,5.5128139828
20.76193,24.40363,0.906733,6220.85,4.6425525169
27.75657,47.98159,0.947068,7473.37,4.6114358803
16.15702,16.74147,0.89458,7405.24,4.05269534
20.80155,22.0043,0.927287,8122.15,4.2451829748
28.74746,48.55034,0.953407,7648.07,4.8971025202
25.12001,34.15789,0.897262,6775.46,4.5045398563
15.47044,19.12281,0.892128,6583.54,5.3429897232
16.06002,16.59155,0.888146,6964.42,4.1262294935
15.8128,16.72527,0.906185,6049.7,5.6078700743
15.55694,18.38998,0.895225,6882.2,5.8850850385
18.40739,22.22755,0.910768,6697.26,4.8857499765
14.15083,15.29387,0.888526,6754.25,4.4950112984
16.01278,20.14341,0.896024,6688.99,4.9703787091
6.42946,7.72823,0.651679,4351,8.7883867085
18.40282,22.29209,0.908181,6425.7,4.2031353272
18.07247,20.08303,0.912348,6548.68,4.4197335869
14.26193,15.86077,0.886145,6036.28,4.7827628539
15.1946,16.05978,0.800023,4680.55,7.074017267
23.50928,23.92549,0.922409,6726.4,4.0418849224
9.52031,14.02207,0.80794,5832.36,7.1263288194
13.46964,14.47039,0.735907,3439.02,7.382821134
15.65393,16.64131,0.907062,6374.51,4.6472956386
20.1356,23.88465,0.888447,6490.24,5.8302057419
28.24553,30.87198,0.946903,7517.12,4.9996879339
16.2792,19.87299,0.892,7140.68,5.541559499
11.43902,17.78665,0.808452,4346.07,6.2934830618
10.21592,18.34449,0.799813,4268.75,6.4176871972
23.80341,42.54082,0.945968,7682.27,4.8226652732
11.33254,18.43712,0.862903,6508.52,6.4162931192
20.42949,23.28183,0.802368,5483.34,8.0318584114
8.89188,15.01204,0.749734,5075.29,5.6070172566
13.66258,16.51959,0.831749,5039.98,4.6299715023
18.06889,25.95432,0.924759,7364.57,4.9114964061
15.90954,17.68431,0.872429,5893.2,3.5441222524
23.47148,26.13614,0.935005,7467.86,4.9278723259
9.19619,14.52637,0.818783,6181.22,6.10690304
9.76265,11.02165,0.759679,6290.26,9.2074914293
15.46651,16.33224,0.89317,7499,4.3467278955
7.2957,13.49438,0.762923,4639.2,10.7625350967
6.08609,8.86606,0.705683,4205.24,12.3344215131
17.5399,18.56336,0.900074,6775.02,4.8971372998
21.6658,25.92652,0.911341,6771.77,5.1059434344
8.31659,14.36903,0.780596,5605.32,8.9845998273
6.08218,9.65124,0.734232,4679.12,12.511430597
15.32076,18.60032,0.890402,6242.83,4.9740212774
21.37061,45.65491,0.945218,7250.37,5.0671887895
9.98877,16.88858,0.838463,6965.03,5.7313110337
9.87434,16.7661,0.849213,6683.12,5.6451302549
17.11869,21.48217,0.881801,6601.21,5.0355153985
40.31787,41.74561,0.906991,6534.21,5.8299181619
18.62918,20.04517,0.814649,4953.44,8.3864712684
14.16571,15.93296,0.916025,7023.1,4.9629262118
13.46234,14.03634,0.886299,6786.9,5.4286167683
21.74136,24.10364,0.929291,6693.83,5.3060473432
11.10178,15.86665,0.873006,6555.38,5.2266436995
14.41337,15.58948,0.895875,6612.88,3.9415289448
13.33653,15.87615,0.904649,6791.44,5.0441236046
8.95933,11.45998,0.760553,4406.52,11.4508569023
13.27425,13.97953,0.873983,6621.54,5.9528445758
23.7409,30.80187,0.933584,6730.85,4.8111705676
8.47417,12.89193,0.798189,5870.36,6.650304314
15.43638,16.48962,0.682524,3245.13,7.4996950241
12.72885,15.75192,0.842314,5267.46,5.2296441385
15.48682,15.87908,0.73445,4389.83,6.6562455464
6.18907,10.21622,0.75221,4603.89,12.4192561418
15.49931,15.90303,0.747639,4339.7,7.755200988
11.86603,30.61781,0.779501,5382.54,5.5527304615
9.27097,14.62607,0.826171,6134.44,6.4834496281
7.13372,10.96371,0.705167,3734.6,10.8634376692
15.36314,33.50593,0.89673,5265.21,5.49552593
13.30423,14.13705,0.845357,5267.9,6.2778977298
16.22369,36.14426,0.879607,5286.12,4.7348261376
14.39068,18.31145,0.885742,5799.33,4.5260288768
13.51661,17.56603,0.885662,5437.7,5.7323848371
6.1315,6.48534,0.312742,813.387,8.100522812
7.34496,9.39818,0.795812,5073.43,13.1242166571
13.37969,29.64897,0.839371,5230.71,7.2552333216
12.42957,18.11741,0.862058,5415.39,5.3873314237
13.19398,17.01592,0.866945,5639.79,6.0864091436
13.55845,14.17131,0.835615,5205.98,5.9526389137
15.20381,17.17304,0.880163,5955.1,4.3310302042
15.0902,33.42703,0.888272,4497.47,6.1713148361
15.30599,17.13946,0.89099,5325.54,4.7284580106
7.45314,9.24745,0.782363,4577.84,12.1307560019
16.89492,37.94813,0.880327,6056.34,5.7611840046
29.50275,30.33457,0.812395,6252.28,5.6428306989
13.52326,16.3461,0.736086,4471.44,7.3060591195
8.07263,14.29086,0.729878,5092.98,6.4199093151
8.81866,9.71119,0.740685,4825.1,11.5396106124
14.66468,33.58948,0.874705,4919.22,5.2215786365
15.17275,15.82408,0.658749,2717.1,4.7226307378
10.01031,13.67948,0.675252,3459.05,6.9916461036
13.4916,15.3257,0.847587,5304.99,4.4435706879
12.02569,14.86854,0.829108,5298.09,8.5051786106
11.87148,13.95826,0.790312,4950.83,8.2344797383
7.60011,9.1004,0.675122,3743.76,10.5795477817
12.70118,15.9743,0.864763,5677.08,5.4539412262
10.59794,14.26815,0.759672,4671.54,7.759505034
9.32527,9.83154,0.695698,4460.59,9.5065457385
10.83057,15.26015,0.798572,5328.35,5.6706078694
13.81341,15.50086,0.703672,3137.47,6.6154295905
9.43507,12.08553,0.714757,3080.9,8.4317220855
11.53153,16.1499,0.800341,4790.63,4.93118304
9.67676,10.42556,0.827464,5871.04,10.1534233767
12.71849,15.35337,0.814819,5934.42,9.2999063337
7.4998,9.53422,0.782092,5417.38,12.7147199685
8.8291,10.25192,0.742268,4559.52,13.0850599588
8.60864,13.90443,0.798267,4873.75,9.3546510703
15.65025,16.57475,0.756054,3648.82,7.7143547951
22.73033,24.21361,0.819871,5112.94,9.1997331169
16.03038,17.62417,0.905816,6002.93,5.2597384462
15.63233,16.98239,0.828624,6026.47,8.1308330235
9.47079,9.84945,0.762284,5586.88,10.6004807712
16.49757,19.98673,0.878817,6683.17,5.4997783993
8.18644,13.40959,0.76909,6218.05,6.3122283571
13.06535,24.92794,0.874096,5948.37,5.9265617376
9.61498,16.48465,0.825237,7124.7,6.5642955417
16.34943,22.50181,0.905198,7864.55,4.7433652413
17.49058,23.00076,0.934324,8163.35,4.5774503478
44.95165,47.86699,0.93527,6775.67,5.330579863
25.43922,34.60765,0.939403,8404.7,5.1787568312
25.03925,32.62352,0.955414,7943.48,5.1447706273
19.52178,25.48748,0.906043,7168.37,6.5966298548
26.40605,55.8737,0.953772,7438.25,4.9759347908
14.16829,17.1315,0.906561,6655.45,3.894648695
21.75821,23.21428,0.824003,5409.79,6.7231773397
17.66907,22.69742,0.878881,7064.3,6.5412918256
18.60434,21.82131,0.855179,6573.07,6.3131084077
24.97035,26.48713,0.946308,8230.31,4.9610961241
42.06997,46.97278,0.942592,7334.35,5.2898116428
26.25115,32.1965,0.949607,7281.48,4.8480307758
19.40021,25.00241,0.88953,7250.96,6.786447603
14.8126,18.99067,0.926829,7469.94,4.4272641819
25.37252,34.7383,0.952628,7559.95,4.8265592084
24.75255,25.57977,0.903289,6260.32,6.2814726326
17.72506,22.8335,0.914534,7008.17,5.9566632482
14.79292,20.62982,0.927893,7304.96,5.4667529508
43.07546,44.3155,0.948956,7406.67,5.6228186364
20.87235,25.64633,0.942117,7170.59,5.4994455628
13.32402,18.7526,0.888419,6251.51,6.2368312289
20.15026,24.34219,0.935786,7229.37,5.638353942
17.25887,22.53492,0.925028,7855.64,5.524149685
19.1443,20.2719,0.911802,6492.05,5.7091718983
30.05102,30.55351,0.932649,7113.29,5.5488746268
11.99928,14.41636,0.892506,8081.1,5.0452586148
27.55533,33.97718,0.902849,7124.5,5.7110593815
11.08586,14.30746,0.850133,6182.37,6.5892043159
22.53646,25.96466,0.944373,7070.69,4.6915692902
19.6764,20.93799,0.923134,7839.56,4.3462322125
22.93104,26.0571,0.936774,7031.07,4.5697624954
12.80762,19.23469,0.872609,6526.04,5.1848594598
13.67688,19.26469,0.885761,6449.82,5.4466268363
34.38471,38.12108,0.916485,6629.67,5.3445757699
18.06233,25.49431,0.93433,7425.55,5.0133614153
18.54828,20.16937,0.925926,7313.81,4.7044986473
19.82817,25.05673,0.902658,6944.5,4.9232677182
23.28809,45.56918,0.921066,6273.6,6.8979362951
15.40753,21.91371,0.907906,8122.91,4.8150607449
26.44591,33.4927,0.916351,7616.31,5.1958446371
20.05301,20.96567,0.885941,6760.78,4.9399349699
17.56803,26.19599,0.935198,7665.07,4.8572905178
10.72529,13.90699,0.844362,6178.14,6.1381434996
16.3578,26.92399,0.925604,8082.03,4.6074470248
11.24524,13.41839,0.862472,7568.96,4.7376387778
17.00619,25.04432,0.905064,7611.81,4.9359110098
19.4141,20.00996,0.930357,7732.92,4.6959293373
14.28705,16.52147,0.908023,6845.81,5.2498244881
17.42593,25.37132,0.926758,7769.82,5.0638899247
27.0198,35.44202,0.957997,8203.84,5.8924122992
9.73005,12.29664,0.872499,8154.28,5.2919078158
10.02396,14.06572,0.815015,5737.72,6.3105806783
13.03695,17.80656,0.883377,6179.83,7.8448376465
8.01663,14.15079,0.847207,6054.76,12.7905701444
6.98666,8.58275,0.843053,5913.06,14.5754667084
8.28951,13.6719,0.837056,6178.11,13.5416126903
20.17278,21.59463,0.928544,7688.65,4.7340739849
12.98991,25.36809,0.918627,7405.64,4.7845383598
12.25534,20.35944,0.864317,6207.84,6.2200272426
19.02184,20.55128,0.919344,7630,4.5330004503
12.28756,14.1865,0.853135,6631.01,3.875100783
13.39789,15.19876,0.85262,6447.83,3.7534446354
14.16978,15.05245,0.88002,7342.36,4.2840795666
15.48485,31.88297,0.934971,8666.56,4.7905798777
20.86898,21.8019,0.908795,7841.31,4.8169105716
20.12533,21.20727,0.804118,6303.14,8.9288918604
20.62601,25.76385,0.915344,6360.55,5.5828870386
14.62714,17.86437,0.895868,6009.52,5.4737313828
18.95187,20.96044,0.915245,7224.74,4.8080556813
9.33015,13.94715,0.814737,5407.13,6.9211731804
20.66285,23.03882,0.903441,7012.65,5.1137308143
8.55965,10.93895,0.785354,5791.95,9.1690297851
18.1551,26.45766,0.912964,7253.61,5.8055576469
20.60865,22.48659,0.840492,5513.23,7.1432061907
9.76147,10.99936,0.816525,5646.5,8.2572483711
11.75179,12.48399,0.874246,5510.06,6.2104500741
10.69993,11.60481,0.752298,4309.38,12.0811618038
11.88877,12.42765,0.843642,4968.9,7.9595937222
6.76027,9.7758,0.738573,5188.39,10.5950213558
18.89505,20.68179,0.826753,6015.41,8.1884870477
9.96789,11.61239,0.866282,7153.19,5.4129053441
7.48115,10.24683,0.824136,6902.01,9.8959159874
16.18095,20.91445,0.913,6934.96,4.7947873191
15.14061,18.35833,0.878927,6688.81,5.1833360502
9.23736,14.27564,0.852996,6380.97,5.3368719539
17.04099,19.47364,0.852691,6878.94,5.443474962
16.10764,16.97155,0.89855,7747.14,5.0941335066
20.79778,21.43403,0.876179,7395.02,5.2099712901
21.69822,22.14711,0.890508,7080.66,5.2508266114
30.03343,30.66686,0.94611,8124.48,4.9503821559
22.63194,24.49202,0.875651,7845.09,7.1146284296
24.24664,24.96299,0.847749,6392.12,7.2083715764
19.34566,20.53167,0.859629,6331.71,6.133350606
16.17216,21.27922,0.940589,8261.39,5.0155951891
23.97114,29.93351,0.93495,7663.8,4.8751383541
6.03428,11.15895,0.725546,4784.63,8.7754801889
19.17233,20.60165,0.871861,7720.34,5.8374990323
32.27594,32.69135,0.93295,8265.07,4.7996799682
13.77484,16.13196,0.855116,7019.41,5.6386217895
10.44253,13.14256,0.832295,5938.41,6.2828378379
12.85772,15.51523,0.911534,7469.96,4.380757003
27.39354,28.69227,0.937368,7258.19,4.5845384748
10.50999,13.28512,0.86153,7063.34,8.0641378614
13.44161,17.32448,0.880644,7232.8,5.6651453403
25.73395,33.46357,0.954546,7936.57,5.2212606428
22.9837,23.62488,0.892041,7234.15,6.384345267
18.19523,24.4693,0.927414,7987.25,4.9049160217
22.2602,23.23953,0.864665,7161.96,7.1106495355
10.69028,12.3747,0.889711,7743.15,5.2669549383
23.58676,24.91949,0.912407,7619.05,5.1688225591
12.59847,20.56702,0.895793,7679.87,5.2796736203
11.49309,16.02726,0.841484,6511.11,8.0836944756
12.14221,16.11873,0.861028,6065.69,5.7712823241
16.05526,20.94944,0.941589,8040.83,4.7081144995
9.12497,12.2334,0.779169,5375.02,8.1624176171
27.49533,36.36467,0.961288,8066.84,5.517249498
8.37004,16.03921,0.84486,6617.72,6.6419987366
14.96082,17.00147,0.932941,8068.55,4.5561848713
26.47022,27.93171,0.862123,7155.69,6.5027390982
26.39619,27.52812,0.876937,7389.75,6.5774480905
16.72423,19.24626,0.828887,5604.22,6.9856034842
12.63555,15.68305,0.914026,7779.12,5.0439607685
22.47073,23.12387,0.941885,7878.29,5.2372297752
13.73871,16.19467,0.868003,6539.57,6.2780250577
30.91559,31.43138,0.934946,7458.54,4.6376543122
19.72643,20.53715,0.868115,6092.44,7.5751240927
14.35077,16.12211,0.931758,7739.96,4.779689906
29.05269,29.90697,0.947373,7763.46,5.3510001342
15.89181,20.11883,0.944342,7402.16,4.7151890832
12.91507,14.71478,0.898362,7414.49,7.4938430444
37.63676,47.28441,0.944901,7272.47,5.5086387203
17.58927,23.78336,0.925722,7401.44,4.4803633256
9.45312,15.373,0.868663,6987.77,5.2085514465
10.21573,11.80653,0.886885,7131.16,5.0180472957
12.34926,20.56325,0.891608,6934.07,4.9719975184
8.28069,11.7223,0.758333,4515.06,9.5206669817
13.61773,17.34172,0.897003,6661.6,6.0891681324
14.82279,18.05352,0.88555,6664.35,6.4820625143
12.40576,14.96234,0.91131,7118.11,5.1360545862
10.4074,12.10982,0.898059,7161.27,5.6226561618
22.41008,22.98894,0.869612,5119.79,8.5264442215
18.89433,19.71921,0.927531,6638.95,5.0835193705
37.5691,39.2288,0.906966,7172.59,6.6743483108
17.16404,23.25839,0.926009,7522.01,4.9593025157
23.36503,24.81037,0.908312,7199.96,5.4688010181
23.9858,27.48021,0.917512,7517.8,5.6497286809
15.65978,19.56567,0.911629,7625.37,5.3056072257
10.26541,11.75316,0.883652,7117.99,6.192159137
19.68595,45.70276,0.930479,7207.89,5.2962890506
4.75288,6.64594,0.496397,2389.71,7.5004866672
18.97085,47.8827,0.908467,6659.49,5.7926274246
12.26921,14.37677,0.899101,6598.94,5.2554710263
24.80575,28.41116,0.928146,6914.1,5.5203681339
12.31724,16.81328,0.916126,7535.56,4.5325435089
4.83517,9.37745,0.743398,4678.09,12.5466165425
20.66256,50.12384,0.943383,7597.03,5.2654994368
22.05557,29.73639,0.931811,7526.54,5.3559885173
16.13052,19.41017,0.893246,7226.51,4.7925817576
5.9447,10.67633,0.701043,4729.52,7.7275849915
23.45944,26.38653,0.95144,7861.1,5.2386881665
11.95291,13.52264,0.887436,6619.18,4.6184673875
11.77431,13.05018,0.892571,6738.99,4.7609958894
9.20851,14.6447,0.851535,7246.71,4.7872179032
17.35195,19.2838,0.861413,7113.29,7.552525277
10.39574,14.74105,0.865876,7067.6,7.5177637783
17.40481,23.54454,0.932488,7786.38,4.6216460429
22.61981,27.1633,0.952992,7692.19,5.0199991535
22.68934,23.6705,0.918375,7518.93,4.8479696796
7.10184,9.50015,0.764561,5491.7,10.1075708644
43.43128,46.16169,0.932084,7437.87,5.2283634277
26.4139,30.73383,0.930605,7460.03,5.0922468008
12.28474,14.88028,0.907471,7323.8,4.651015437
5.92511,9.79089,0.713808,4470.82,8.9337046358
12.78851,19.8414,0.896189,7326.01,5.0140789352
21.62286,27.47113,0.948299,7387.76,4.9135319109
16.67309,23.17664,0.925127,7872.58,4.6487386117
18.97776,24.07821,0.906425,7519.96,5.016544322
7.08686,10.39211,0.835894,7274.22,8.2179759185
12.28283,14.54174,0.901827,7006.14,4.7292378738
16.77733,23.3852,0.929422,7379.54,4.6718638396
21.88609,28.61042,0.931352,7390.76,4.7416387877
7.50685,11.32352,0.845975,6597.76,8.6119974646
10.07076,12.96215,0.840402,6506.42,8.8801547561
12.13715,14.46314,0.902707,6981.05,4.4228669729
6.99184,9.97076,0.776284,5073.61,10.0808309441
20.30309,24.19816,0.913196,6706.1,4.7136465673
12.47086,14.15595,0.843412,6147.16,7.7995121226
12.25768,14.63761,0.889937,7388.42,4.7850420899
6.59644,9.38707,0.755593,5808.84,11.6329970442
21.37674,22.29807,0.844499,6276.56,8.1149595264
6.45311,8.90384,0.754763,6169.91,11.774560649
23.79788,29.41123,0.920391,8043.68,5.310578297
8.89943,15.48372,0.851706,7458.62,5.5836631876
22.6634,23.14357,0.902267,7815.56,5.5398197546
21.89737,22.63184,0.909228,7768.1,5.5331536734
15.86592,22.09254,0.909182,7824.21,4.9914370357
21.72281,22.33919,0.898085,7304.58,4.9099291774
7.37556,10.15114,0.754967,4868.56,10.1790687779
11.77437,13.15833,0.884997,6617.8,5.2591002674
19.61097,20.02187,0.846435,5392.3,10.9005959437
5.65749,8.98628,0.714941,4652.91,11.6103535522
9.51843,14.6484,0.840647,6871.53,6.6115937296
11.81134,14.47903,0.902658,7782.76,4.5883907883
9.61045,15.01571,0.874184,7314.44,4.9100342233
10.63579,12.15399,0.881445,7408.35,5.0435366035
27.20987,30.56976,0.924575,7442.02,4.707945922
6.02911,9.11962,0.618571,3447.84,7.5718990476
47.22933,48.8939,0.952549,7674.71,5.0682901765
18.95804,27.79267,0.922795,7349.24,5.3101799528
34.66636,38.84998,0.921716,7309.48,5.6186047968
10.37502,12.13306,0.882222,7190.66,5.866421179
10.00943,11.94511,0.885889,7277.5,6.0943602567
6.78364,8.34877,0.567196,2734.8,7.501305281
31.60722,37.87223,0.940703,7447.92,5.1737666896
12.08567,15.14184,0.890639,7203,4.6025768287
12.09618,14.3154,0.89448,7210.84,4.6697507701
16.25526,17.77711,0.834449,6579.26,8.0146090199
10.46064,12.49033,0.876879,6898.68,4.9086170723
18.98716,26.80412,0.937972,7919.57,4.9631070702
4.86706,9.36486,0.725836,4636.5,12.398041504
12.31724,19.42106,0.895075,6937.44,5.0833650796
15.62284,20.22701,0.931978,8051.87,4.9614457227
42.83913,44.90325,0.927682,7628.75,5.6964705662
10.70662,14.81983,0.832592,6740.01,8.4570711604
8.26629,10.77601,0.796627,5667.49,14.4783190111
5.69176,7.99336,0.675408,3656.92,11.0910190629
19.85149,21.20252,0.855298,5481.3,5.5174363118
20.05855,22.18385,0.921355,7228.47,4.3525779855
19.13461,19.74623,0.828416,5088.73,5.864109802
14.47265,19.36635,0.905962,7268.47,4.537699115
10.0008,11.99985,0.793831,5477.49,7.5314221653
14.69906,18.54493,0.904127,6783.51,4.2833883994
10.787,13.12355,0.796761,5991.77,7.0045595299
24.67569,25.43313,0.94038,7469.63,4.7581855398
10.82919,11.83265,0.845291,5876.07,9.2885217332
7.51933,10.68012,0.828832,6618.04,10.2356579165
7.79805,10.72269,0.794681,6097.73,4.9127020304
9.1349,13.05812,0.859335,6317.08,6.4144561739
9.08822,12.28156,0.845569,6273.21,7.1395484836
14.22837,17.01958,0.877891,6373.43,4.6145381415
7.40605,12.61076,0.794231,5546.12,6.8002983048
14.52196,17.608,0.903297,6794.83,4.8478873459
14.64669,16.97328,0.889504,6862.08,5.0759711133
11.61358,19.10797,0.860926,7155.2,4.5836815075
13.35059,13.53036,0.568346,1268.71,5.8829290358
8.06567,8.32301,0.62967,2911.63,8.7662516795
10.79757,29.60191,0.820521,4601.94,9.0346144191
16.96841,21.10376,0.858574,5715.14,6.0920117972
19.36053,26.36866,0.899947,6659.98,6.5221598562
12.17331,18.60169,0.837547,4999.19,7.7178608545
19.38799,20.61979,0.924951,6897.48,5.8329907858
13.6001,19.48413,0.905421,7061.78,5.4516944982
13.10869,17.78304,0.900516,7093.39,5.2108149065
18.05126,25.46881,0.892328,6590.61,6.2846709898
15.20521,23.07612,0.88097,5856.91,5.2956764638
18.72529,19.18638,0.849385,5886.63,7.2041636774
19.22123,27.71109,0.913157,6666.09,6.7267046029
16.98232,18.45,0.923175,7078.98,5.0643112255
17.25233,20.95065,0.900331,7237.77,6.2257786621
14.59596,17.27417,0.8063,5081.44,9.4613656784
18.38126,25.31832,0.881927,6652.24,6.3110462275
16.35215,23.54891,0.901664,7073.09,6.0535084934
11.40126,18.18586,0.782844,4636.03,6.6669689749
13.67363,17.29919,0.880831,7233.78,5.2371477991
38.10242,46.02883,0.948221,6580.88,6.2746395732
17.99499,25.03589,0.929018,6650.59,5.5763335829
8.41178,9.60251,0.745489,4272.2,12.7369516387
9.17089,11.3069,0.774788,4587.11,12.1358674034
19.96693,46.75888,0.937593,6211.52,6.0062233926
17.93458,25.78057,0.883961,5922.02,7.0567938615
9.59537,17.69412,0.809081,4484.32,7.7900120202
16.2371,17.31922,0.897206,6486.55,4.9653753272
15.15424,31.49345,0.914359,6273.77,5.3234576558
14.55928,16.56525,0.892355,6237.27,4.5331915287
13.51568,14.92757,0.836586,4680.28,4.6541171685
20.07011,20.52394,0.89109,6610.43,7.2524943632
22.87994,39.35267,0.939144,6447,6.4022999861
15.34993,16.1428,0.909241,6792.83,5.2946860488
8.98696,13.21371,0.843492,7096.68,6.3297190703
15.62275,16.43403,0.90194,7192.38,4.9436033504
14.36455,15.62372,0.879515,6774.77,5.3167620775
17.10747,18.49211,0.911554,6846.41,4.9615642957
13.26822,16.86072,0.896567,6757.79,5.0985327111
20.81279,25.48022,0.9081,6205.14,5.8153447329
13.88112,17.37603,0.864082,5986.02,6.795442656
12.06488,13.71703,0.828027,5345.99,13.9004216851
9.73042,11.33932,0.838543,5281.21,14.493436293
15.89228,25.10277,0.911789,6612.61,6.2545061482
13.32253,15.56787,0.896658,6353.5,4.9184803761
9.83956,11.98587,0.847846,5029.74,13.6585412834
15.58112,18.81904,0.925392,6186.64,5.9722625226
15.13553,23.11251,0.924614,6300,6.0225369005
14.4148,18.37396,0.924832,6222.54,5.9418700925
7.96382,9.30685,0.82692,4580.98,15.54611022
13.46298,19.2626,0.915584,6161.32,6.0155934734
8.50388,11.50546,0.838819,5129.99,11.8133160952
12.3989,13.08051,0.850122,5322.92,9.7741154638
11.22702,28.93796,0.814491,3726.09,7.4189054092
14.55787,18.1904,0.848425,4865.25,8.8633069963
7.61077,22.99287,0.801448,4894.32,12.1055199372
14.63321,33.36838,0.852976,4214.26,6.4064919672
13.40933,18.02523,0.81132,4668.84,7.5293776136
6.61921,7.12171,0.606509,2345.17,9.4677720651
9.51032,11.34237,0.869144,5495.5,9.1030391243
8.13701,12.22332,0.849793,5453.91,10.8278441198
19.86828,30.14404,0.914635,5555.13,6.6904215442
11.9981,32.10541,0.898478,5614.48,9.9966569606
7.33721,9.03158,0.780074,5051.46,13.2986557647
9.90343,11.58112,0.702544,4307.64,11.9513267147
9.82527,29.14294,0.87173,5600.19,9.4602601199
6.97212,9.467,0.585188,2374.26,10.3553131192
11.4367,14.48283,0.808151,4494.9,10.2455396912
12.28247,13.10757,0.825719,5386.17,6.9371630022
5.32892,8.75768,0.742203,4040.71,12.1191205837
10.97547,14.60995,0.787892,4832.84,9.7778390449
5.95632,12.41876,0.765626,5005.95,10.6898840944
13.26836,13.45395,0.670705,2067.91,7.4561589734
5.68112,8.7072,0.659406,3120.36,12.3414873592
6.698,8.17018,0.609571,2682.38,10.2226222868
6.32466,10.07589,0.726199,3925.33,12.8823818894
10.41375,11.67717,0.792024,5184.21,8.169629625
11.01605,13.46683,0.686857,3007.24,8.5087475626
24.25112,26.47142,0.880166,5477.08,10.6622187001
11.65694,14.29682,0.858301,4750.32,11.5546129531
15.30105,33.9511,0.924855,5634.8,6.6430949565
11.56399,15.40449,0.853587,5674.94,6.7372258095
14.47342,16.47624,0.766536,4167.29,8.1943339584
8.20896,11.86891,0.805518,5226.39,9.6542689505
11.00038,13.14915,0.77422,4122.55,9.5376904696
6.1458,12.53608,0.731004,4703.9,9.8854151004
13.95875,33.71068,0.856653,3756.62,5.2791673246
7.57196,11.70031,0.821757,5724.28,10.5294201529
15.84413,17.01158,0.893719,6799.54,5.5006192832
13.19156,16.2188,0.883087,6181.16,6.471672281
11.06434,22.12227,0.887254,6651.65,6.435777576
16.46709,28.48101,0.919976,6892.34,5.8670681602
18.53757,20.6851,0.9405,8075.25,5.6387456034
14.32839,27.8227,0.921824,7627.34,5.0526178191
13.59966,23.36351,0.895492,7492.13,6.0089003536
26.46574,32.17041,0.921081,7660.33,6.1416970007
25.90033,27.51078,0.944442,8174.64,5.3094470251
14.14133,18.1048,0.885859,7514.73,7.7980170478
8.89518,11.66406,0.870999,6456.38,12.0882596465
16.87317,20.49653,0.921978,6595.38,5.5722422461
9.99711,14.73787,0.845348,5596.56,9.9755688599
12.40494,12.91778,0.724666,3129.4,8.7707939415
16.59564,24.70766,0.902145,5636.12,7.3762394263
10.66601,12.60537,0.87617,5917.97,5.8117723861
22.16858,49.4813,0.942777,6061.92,5.6040830012
9.64605,12.8341,0.816278,5529.13,8.8850967454
14.55485,17.21443,0.852853,6797.39,11.1120458501
15.85105,16.30677,0.773739,3907.97,8.9962752192
6.10421,8.20735,0.804654,6189.14,12.8044232846
19.49657,21.53275,0.874254,6123.08,9.9355757963
16.37448,17.02766,0.91574,6326.42,5.0361443914
20.08581,29.55797,0.897602,6732.84,6.322555755
23.36088,25.09399,0.856365,6919.83,8.1591991538
9.29642,13.54584,0.843092,6973.53,8.8405243109
11.32664,12.50653,0.865687,7655.8,7.3133139364
28.06931,33.30168,0.962877,8150.62,5.9080221196
15.997,18.83852,0.898259,6981.12,5.9950798805
17.12427,19.10501,0.929933,7238.57,5.3907308774
8.89435,12.9364,0.847239,5828.45,9.6426264553
27.15632,27.61841,0.936909,7269.02,5.5526322506
15.05919,17.26711,0.92223,7714.42,4.9196417245
17.72717,19.89349,0.935072,7294.93,4.7123518739
7.08854,11.50169,0.770415,4890.38,8.7211690914
24.83285,31.60628,0.941167,6588.46,4.5029805854
17.29471,24.72044,0.924311,6574.03,4.3801003783
18.65879,20.22437,0.78326,4972.91,9.2644233352
17.67102,21.71736,0.932734,7323.91,5.691701949
28.97394,57.07649,0.969068,7952.94,6.1997678645
19.83748,21.35139,0.856792,6293.17,8.6901114866
16.01972,21.40787,0.896295,7513.93,6.6742154913
25.24691,32.24751,0.958932,7382.41,5.901815842
17.77438,26.25762,0.920553,6444.19,7.0410178951
32.2959,32.75456,0.954682,7536.22,5.5759837339
