PLD (Å),LCD (Å),Sacc (m2/g-1),φ,NCO2 at 1 bar (mol/kg)
20.68857,27.3513,0.923168,6839.84,0.8466374489
41.9572,63.21408,0.981929,8176.41,0.8487739493
18.73783,27.29163,0.927939,7289.03,0.7187290975
28.54099,28.63998,0.879126,4257.9,1.8866368769
16.60987,25.51541,0.921164,6694.97,0.6679705402
18.27452,22.74225,0.935184,7262.81,0.5147113737
8.89089,14.58517,0.813744,5339.02,0.9679851663
17.89365,18.82202,0.85511,6288.53,0.9446423569
17.09212,23.12127,0.925142,7613.31,0.5835007395
19.45582,26.90016,0.926545,7051.55,0.8997637602
18.93028,23.65829,0.904505,7029.19,0.8574313246
21.13962,23.49062,0.951373,7856.51,0.524748543
31.99477,46.73126,0.96024,7364.13,0.6018784553
52.52027,53.40504,0.92469,8021.85,0.6541190772
28.32164,30.17395,0.964893,8566.34,0.5921207875
47.93974,62.17192,0.972013,8319.55,0.7424210659
19.29646,23.78691,0.902386,7274.45,0.7539394799
41.83511,62.96025,0.982715,8479.45,0.8517042971
41.19365,48.76991,0.94707,8078.63,0.6017329971
53.0146,53.88301,0.93124,8045.33,0.6519913006
44.72328,62.06573,0.969358,7860.72,0.6729137581
44.96129,63.00838,0.96896,7987.22,0.6516322258
45.00171,56.66362,0.954778,8014.98,0.6111220379
23.55545,34.9946,0.947646,7427.58,0.796021828
23.23406,24.88153,0.952733,8460.66,0.5331463793
14.5082,21.42108,0.902818,7863.59,0.5543183697
46.37077,56.46795,0.953862,8259.95,0.6136359135
54.09769,54.61437,0.931498,7847.98,0.6628107389
31.3261,32.07317,0.922192,7602.42,0.6017456635
17.54328,22.79206,0.89847,7216.01,0.7316827348
40.45649,53.86517,0.963726,7888.43,0.6710075854
40.45649,46.90416,0.945146,7753.54,0.6226942314
33.14633,46.30789,0.982034,8203.02,0.7813968001
45.48465,54.90074,0.958407,7792.2,0.6439606834
45.48465,49.0547,0.944803,7735.73,0.6175015681
23.03284,24.57439,0.954437,8160.37,0.5328745097
38.93866,54.00095,0.963791,7920.13,0.689919946
17.4692,22.44207,0.895506,7630.55,0.6141075015
29.88889,30.72813,0.912741,7345.42,0.6863187018
28.80434,38.05194,0.974686,8224.82,0.6984776769
28.7911,38.54168,0.973886,8347.83,0.7009604002
37.99261,46.91562,0.943484,7688.4,0.621058481
23.04203,31.66403,0.94463,7859.72,0.6181559936
23.0105,26.65539,0.930481,8095.3,0.5946221775
20.36999,25.46602,0.921487,7094.32,0.6630417757
39.81309,54.86132,0.96273,7799.72,0.6585190572
23.65269,34.4999,0.950958,7617.12,0.746517539
40.25648,48.44044,0.944827,8124.39,0.5993784804
28.72847,39.25795,0.974327,8018.9,0.6608505469
20.17191,26.035,0.920495,6989.37,0.6999910197
47.91304,48.852,0.920326,7214.45,0.6462420386
18.5804,22.7234,0.899983,7498.53,0.6959934877
46.97369,47.94181,0.924007,8060.97,0.6685286643
40.36701,54.63834,0.963079,8048.77,0.6508721061
28.62914,38.73401,0.975914,8275.02,0.6800003501
20.94685,26.9744,0.925081,7240.41,0.7319769743
17.72352,23.28983,0.899466,7086.37,0.7366372692
39.75354,53.73316,0.963129,7913.66,0.6620446838
41.7228,62.75789,0.981609,8434.01,0.8214475992
39.22041,53.744,0.962021,8020.72,0.6671231749
20.41305,26.17831,0.917363,7311.07,0.7527259373
39.72213,54.83631,0.961891,8340.16,0.6743893064
38.92458,53.68387,0.958424,7707.49,0.6549237728
21.50474,27.28657,0.928788,7316.18,0.7424373334
23.19684,25.44895,0.95627,8336.8,0.5280618214
24.09816,34.76089,0.95045,7696.3,0.7171463232
22.65194,33.65605,0.949967,7849.22,0.6614342056
30.12996,30.35447,0.912243,7931.64,0.695633884
17.76724,20.42728,0.944993,7687.96,0.4928967731
23.48171,27.93934,0.90889,7102.88,0.8025189813
24.38749,39.42738,0.959617,7624.58,0.5565507034
20.75268,26.20368,0.950288,7818.88,0.5266383822
30.83523,33.28507,0.886188,6727.05,0.9451851459
19.04262,24.47844,0.910632,7398.86,0.6267107257
25.23975,52.62857,0.925618,7085.14,0.5939242725
45.7071,46.45714,0.91295,7483.63,0.6472549823
29.19304,30.26578,0.90491,7499.49,0.6253492413
52.31782,53.15363,0.930792,8687.7,0.6647291232
50.11124,51.04419,0.926624,8117.59,0.6360751103
20.67192,23.19232,0.909803,6959.18,0.7501623801
40.44971,62.73071,0.980392,7840.95,0.7700935848
30.62075,31.85702,0.917608,7484.01,0.6127545696
46.18441,71.11212,0.984802,8241.84,0.9217142422
46.05909,62.78208,0.972275,7867.35,0.6928688417
41.51669,62.70071,0.981355,8016.8,0.7976229932
36.74732,54.56358,0.958961,7426.47,0.637631433
37.9656,54.04844,0.962198,7802.31,0.6406825696
37.9656,41.41871,0.923213,7663.42,0.5739599225
39.73524,43.5317,0.924179,7507.11,0.5531830012
41.34652,62.59552,0.978817,7957.09,0.7719804754
38.41226,45.05021,0.936141,7453.77,0.5471510947
38.89054,41.93824,0.919752,7476.37,0.5551559655
40.06226,48.27821,0.944081,7782.23,0.5928432596
41.34821,62.56662,0.981893,8086.66,0.8061067116
40.5813,48.46173,0.94353,7643.5,0.5810791697
20.80028,37.32953,0.950033,8172.88,0.5620311433
19.36321,23.56567,0.900385,7288.23,0.8250073319
40.41744,46.82162,0.946465,8006.25,0.6383056132
44.60122,44.79428,0.936772,8455.72,0.5286198801
46.22822,47.20944,0.921446,7374.26,0.6472626667
13.39473,18.55459,0.905177,7192.04,0.5737178982
44.14911,44.32751,0.930644,8202.21,0.5135892242
29.66947,30.795,0.90859,7455.09,0.6743721037
39.85604,46.63321,0.93624,7983.91,0.6441800718
29.66924,30.21243,0.916351,7627.16,0.7190266338
33.85614,34.30889,0.9314,8361.83,0.5186600698
49.47933,49.60351,0.91836,7604.19,0.7857336782
32.72746,33.5813,0.925698,8396.35,0.6644540037
45.77396,45.98426,0.905307,6686.15,0.8650184827
34.33287,35.13255,0.9305,8589.1,0.6752278307
17.92495,22.15212,0.889535,6820.98,1.0399930646
49.83515,50.439,0.927833,8062.51,0.6819984198
30.60517,31.16632,0.918226,8011.43,0.6878512986
47.10823,71.26798,0.984738,8681.34,0.9742717566
44.94042,49.36334,0.938896,7746.32,0.6062666323
31.30832,32.08584,0.920654,7844.33,0.6428238825
29.73133,41.0998,0.976464,8440.75,0.72714621
20.9822,27.03554,0.925116,7399.63,0.7627871697
45.90821,71.0106,0.985249,8595.71,0.9630293019
45.31384,54.46888,0.955118,8130.15,0.6426941436
48.17028,48.52208,0.958617,8588.04,0.5407281014
48.65625,49.0274,0.957871,8475.3,0.5469192503
45.40171,62.12739,0.969541,7880.92,0.6858512714
48.95179,49.30958,0.95769,8175.18,0.5161849465
31.84084,32.41049,0.921671,7522.54,0.6059908412
54.71691,55.2142,0.937823,8052.01,0.6560141148
18.62705,23.66185,0.903475,7102.36,0.7567189836
38.07915,53.94423,0.964354,7662.96,0.6762878197
28.84828,37.90776,0.975104,8156.82,0.6880396543
23.21439,32.13416,0.949546,7701.75,0.6257739502
28.74889,29.36832,0.90776,7034.28,0.7017153968
21.01069,27.63872,0.924917,7636.49,0.7494913751
36.51484,42.91301,0.920435,7806.51,0.5969276259
42.30238,63.33637,0.981564,8160.59,0.7879817621
41.55988,46.57778,0.94869,7939.34,0.6326957635
28.95574,40.59545,0.976511,8461.9,0.7229025432
23.95004,34.72529,0.951551,7781.38,0.7290107622
41.51335,62.79715,0.982518,8499.28,0.8425477144
40.14658,53.72389,0.963832,8146.45,0.6994808017
20.87027,22.54074,0.898774,7415.28,0.7990960698
39.99311,53.81151,0.961655,8102.2,0.6790041768
23.76094,34.65622,0.951679,7534.01,0.7312408041
49.95514,50.52537,0.927765,8015.89,0.6743250605
38.83137,48.02199,0.947548,7894.68,0.6145452149
30.60138,31.18525,0.918875,7752.91,0.6845050974
28.6656,40.29332,0.975973,8414.18,0.7120649227
39.49299,42.42587,0.928072,7721.81,0.6131276037
41.50733,62.81556,0.981839,8467.86,0.839701802
38.8444,46.47057,0.943946,7971.52,0.6314315137
46.86438,47.83197,0.921967,7803.39,0.6662129398
38.96976,46.35042,0.94322,7968.88,0.6330926947
39.67608,63.0235,0.9813,8672.05,0.849255289
41.92467,62.83568,0.981816,8335.5,0.8236420096
29.37739,30.48473,0.912823,7497.5,0.6600357949
28.65375,38.68001,0.974574,8100.08,0.6764919799
20.25225,25.01717,0.922268,7267.06,0.698484671
46.93328,47.90722,0.92338,7218.07,0.694182867
22.91883,31.35406,0.944368,7929.22,0.5928468696
19.08135,24.99608,0.907195,7227.37,0.7634029088
47.90317,48.87081,0.921292,7457.7,0.6681846736
29.80718,30.47753,0.909457,7310.75,0.6707407095
23.21719,33.91696,0.946171,7576.53,0.6791846398
29.49915,30.25458,0.901964,7215.44,0.6468011363
24.17836,34.34936,0.947723,7629.82,0.6956628365
38.78887,46.60812,0.941213,7864,0.6250210294
21.7495,27.8806,0.930324,6779.97,0.8510747204
21.43278,24.65141,0.903173,6810.93,0.7399129616
19.45986,23.73478,0.8998,7176.83,0.7657739583
42.5291,62.87062,0.982527,8392.63,0.8566897943
44.96243,45.14586,0.935511,8179.53,0.5347550169
40.86034,46.64671,0.946937,7844.67,0.6295173635
40.00398,53.76356,0.961963,7917.5,0.6769510756
30.61064,31.31476,0.920556,8238.96,0.7025929371
30.5767,31.21547,0.917322,7828.75,0.677232761
34.49494,35.70255,0.944248,8258.82,0.5667464649
29.13419,29.82018,0.909772,7973.4,0.7043225407
32.32302,43.99257,0.931738,7253,0.6481138401
14.62817,16.74928,0.876526,7822.06,0.6832689368
19.57971,32.7664,0.944286,7734.31,0.5624424376
32.23831,43.04029,0.941609,7747.95,0.592715706
34.86508,37.25692,0.925369,7617.7,0.6481030663
25.59481,47.59401,0.970921,8298.01,0.6370645074
21.95656,39.54939,0.952619,8233.04,0.6090336207
21.26982,26.55508,0.927597,7943.41,0.6545928327
25.49374,48.95237,0.971157,8154.67,0.633676045
31.77597,32.53453,0.919005,8453.28,0.6321684375
44.87769,44.99003,0.8971,6592.29,0.7579488557
49.86049,49.96902,0.954797,8455.91,0.5264553631
49.85741,50.1689,0.954564,7929.11,0.4833652615
39.31414,44.13429,0.926518,7571.58,0.586571839
34.2711,53.8504,0.953284,7718.61,0.6196816353
41.94977,42.09114,0.920573,8373.69,0.5819344469
40.05637,46.44847,0.943939,7603.47,0.6184517707
41.69128,46.59285,0.946017,7710.76,0.6287094683
22.00557,25.797,0.919889,7961.83,0.6416169515
20.49051,22.16582,0.906791,6777.37,0.7040495775
22.25,29.27249,0.901387,6636,0.6239065071
17.20174,21.28892,0.823536,4282.51,1.2688229729
24.05961,37.63106,0.946058,6558.83,0.5027460139
20.89423,26.87898,0.935313,6536.5,0.4694705983
11.55006,15.76188,0.765937,4641.87,1.629402057
15.66239,18.19905,0.923127,6933.63,0.4999583848
11.78503,13.22222,0.781353,5192.21,1.4307164497
31.02129,36.06315,0.953664,6758.34,0.5546539959
16.97562,19.1319,0.868358,5835.54,0.8467531528
12.8492,14.60597,0.790467,5607.07,0.8733428336
24.12151,27.22422,0.876441,5524.1,1.1991765187
17.22141,20.94427,0.808067,5002.02,1.4701052608
15.22682,17.67708,0.86878,7163.71,0.7785101352
19.50327,21.02669,0.855482,6397.46,0.8774277423
19.53832,23.45106,0.944205,7718.42,0.515781254
18.2628,21.4869,0.938359,7200.47,0.4647167075
32.4153,33.81121,0.872297,6512.65,0.7074952819
23.67846,26.7033,0.9117,6340.22,1.1114414216
27.53708,28.88638,0.890689,6846.78,0.8102728786
14.85567,22.3147,0.863841,5446.54,1.0257070238
18.42976,19.44541,0.916131,7604.34,0.4706092011
31.4228,32.86194,0.85661,7230.41,0.6882609785
32.68522,34.03603,0.886984,6473.31,0.693754075
19.44539,19.80039,0.875537,6416.71,0.6900519124
13.90073,19.70565,0.882275,5543.52,0.7312191172
20.626,22.04266,0.845918,5350.1,0.8319558867
30.16365,46.22045,0.967728,7434.59,0.6192922497
26.83502,28.51204,0.88242,6850.82,0.8489636933
17.10259,18.07491,0.871711,6842.61,0.8267629289
16.76265,19.31736,0.885294,6176.37,1.1660573727
34.02101,34.42975,0.896811,7207.03,0.714862091
22.01747,22.48235,0.881833,6324.14,0.7594697972
30.71872,32.1486,0.888339,6396.17,0.6530742535
19.35195,20.50771,0.876299,6373.31,0.6474860064
28.49046,29.20177,0.873286,5565.57,0.9103697009
27.98153,29.53321,0.861506,5167.92,0.9610779252
28.18288,29.32541,0.868276,6623.63,0.7482814603
27.95509,29.46771,0.866641,6327.89,0.7131554759
11.55178,15.35807,0.859234,6607.6,0.8478109166
16.75735,21.68098,0.931368,7400.7,0.5203420876
17.52134,18.29291,0.917657,7311.85,0.4962808639
13.02145,14.51499,0.82186,6076.17,1.0501583297
15.11281,18.33261,0.919468,7414.8,0.4938617684
26.03954,26.68767,0.856205,6019.37,0.7863427409
25.91336,27.41489,0.867387,6296.91,0.7378749749
28.07199,29.60803,0.891428,7150.37,0.7681712642
24.94798,26.56192,0.857727,6468.27,0.7665028701
18.05885,23.20084,0.895273,6582.34,0.4616400489
17.96514,25.00528,0.944707,7140.06,0.5299764479
30.51404,61.71176,0.96607,7152.27,0.6161867977
18.68518,23.06771,0.909703,7078.06,0.5042043792
16.9408,20.3265,0.927052,7146.55,0.4990386569
28.67264,29.64139,0.875941,6844.23,0.7771594708
22.57121,28.12006,0.910868,6362.31,0.8262482479
31.72543,33.92598,0.955088,7042.39,0.5666372728
14.96729,16.0753,0.804021,5459.54,1.5802499659
27.59632,28.81614,0.875442,5875.11,0.8552733726
20.57233,26.75963,0.898409,6622.36,0.6003587303
22.37305,23.46401,0.935331,7041.95,0.5109282619
12.96399,19.06151,0.877263,6178.96,0.9304844222
12.11292,16.73711,0.872691,6515.52,0.8106523837
22.47722,28.37943,0.904348,6648.23,0.5912699357
30.47408,61.82034,0.964651,7100.48,0.5891156993
12.04987,13.95088,0.79744,5518.94,1.5047490929
23.28898,41.19324,0.9407,7009.87,0.5395056713
18.07346,24.83946,0.944984,7279.83,0.5422988988
16.20409,20.3845,0.872191,6181.1,1.4243603395
15.11799,16.06352,0.832242,6183.42,1.1962894969
20.8255,22.47528,0.895081,6960.91,0.7661006944
14.16047,37.17442,0.933173,7154.21,0.593893166
13.69973,15.19292,0.890811,6129.88,0.5835455442
23.67972,25.49007,0.93388,7126.41,0.5370693683
28.30019,35.95701,0.936487,7138.28,0.5377255836
15.84844,23.08489,0.929435,7156.32,0.5306841089
17.65519,19.08267,0.876815,7436.11,0.7605319903
23.01284,25.38037,0.920834,6748.86,0.8129260173
34.19222,43.51271,0.955992,7453.71,0.5606810079
12.74516,14.59384,0.89996,7382.18,0.4971265166
18.14901,21.88476,0.943106,7713.81,0.5276180114
13.09791,13.80156,0.796425,4804.48,1.2836587593
23.6433,27.43986,0.946184,7778.01,0.5254892141
32.7136,35.07262,0.964979,8277.21,0.6014122684
19.68865,26.74571,0.905359,6664.66,0.8554333481
24.56168,29.12728,0.961468,8677.26,0.560500711
15.17978,17.51845,0.864513,7086.01,0.7673911082
17.01082,21.51965,0.908533,7044.19,0.6190573008
26.83663,41.30813,0.961293,7301.58,0.6004332935
23.12312,24.85276,0.942146,7340.09,0.5220954724
10.86927,15.62682,0.806292,5221.49,0.9623808654
9.26294,11.96898,0.708396,3552.78,2.2462258344
14.80512,15.00685,0.824307,5927.22,1.1587176481
12.66396,16.43722,0.8502,6245.68,0.7226612983
19.14151,22.76014,0.867069,5965.49,0.7907951994
21.5653,22.78743,0.875231,6603.87,0.7251963177
19.47554,20.55787,0.83215,5080.36,1.0899193723
31.1585,31.64445,0.894803,6863.03,0.7350786838
39.34387,40.51826,0.91373,7897.65,0.6711948875
33.18858,39.2056,0.911424,7277.64,0.5569537451
20.39101,29.35842,0.959303,7841.36,0.5651103978
30.3199,38.13634,0.942496,6558.53,0.9337018846
40.32081,41.48283,0.913319,7535.14,0.6682614693
14.85969,25.91705,0.922422,7353.37,0.5616868355
32.49236,45.8593,0.945822,7499.12,0.5746255068
23.93587,24.63749,0.896601,6928.44,0.6310349474
14.58659,25.33313,0.919896,7240.14,0.5502554892
19.8515,23.26083,0.882424,6754.29,0.8210794521
26.37674,27.3036,0.912241,8104.2,0.6700942996
39.59929,40.77327,0.906423,7339.98,0.6552567387
33.46152,53.70475,0.976254,8037.47,0.7099768678
15.71925,17.64957,0.890119,7038.47,0.8601292745
19.29791,21.67309,0.899767,7067.31,0.5459387573
25.73805,32.34547,0.918287,6767.93,1.0740932764
12.76372,17.17815,0.870861,6473.61,0.7360284972
19.84081,28.14658,0.918541,7018.15,0.6393421656
21.03576,25.6757,0.94631,8010.24,0.5430004727
20.3933,23.58853,0.946709,8041.16,0.5500608462
14.91667,18.52595,0.885667,7084.88,0.6141054075
17.96555,18.56093,0.886271,7766.32,0.507153823
33.81896,39.78342,0.941606,6526.83,1.2294831444
14.02896,18.88428,0.909232,7649.96,0.5055744589
16.25488,20.9469,0.905391,7060.45,0.5992507031
26.13032,32.82763,0.904408,6251.19,1.5553299105
34.1473,35.46035,0.891194,6411.05,0.7391364765
36.48899,37.67163,0.887374,5994.91,0.758286744
21.97613,22.41505,0.897753,7942.26,0.4906959342
15.26271,21.78595,0.909548,6763.59,0.6474239464
25.76385,26.04901,0.795876,4281.66,0.8809428571
38.37705,47.24149,0.966378,7977.44,0.6647567824
21.38037,28.80198,0.954561,8025.59,0.5754567183
12.99297,16.94038,0.853656,6744.62,0.747568241
15.4072,19.87039,0.903837,7387.3,0.5566945689
21.59818,28.15117,0.952529,7818.75,0.5392332852
15.37717,21.21285,0.902828,7058.76,0.5309009287
25.78629,33.49711,0.90238,6272.04,1.5279328023
19.94625,27.66286,0.944955,7944.56,0.5423557353
20.05238,26.68399,0.954038,7482.4,0.5330625794
14.55082,16.18341,0.861447,6253.2,0.7434659458
26.98249,35.47103,0.943022,7136.66,0.6075185019
35.86742,36.69396,0.892491,6390.6,0.6541928272
19.24051,29.16635,0.902648,6024.71,0.7349500321
17.74044,19.59585,0.888978,7261.62,0.6894725544
11.97157,21.83581,0.894386,6870.12,0.5595900441
20.08155,23.15086,0.88638,6453.72,0.7782693146
19.80566,23.30883,0.880606,6063.64,0.7600128928
20.2231,28.22887,0.955852,7867.31,0.5448842196
19.6336,21.65393,0.880076,7035.93,0.6133130947
12.96051,16.70835,0.861578,6288.97,0.7298508471
13.13142,16.91772,0.866154,6387.23,0.7061475373
15.62826,21.76108,0.909239,7086.92,0.6326834854
15.30125,21.78304,0.906918,7080.27,0.6407026963
27.88357,36.46285,0.939555,7240.33,0.6417454219
40.228,43.73645,0.971949,8114.4,0.6929156445
28.19556,34.86633,0.962984,8056.92,0.627726227
18.56531,27.27565,0.924131,7520.95,0.7276001899
35.7366,45.97232,0.964681,7114.88,0.6240466423
20.32903,26.58148,0.954712,7466.07,0.5182911775
26.49436,37.21237,0.936488,6344.52,0.7243053048
25.74795,32.01285,0.902375,7087.89,1.1189394499
19.88976,21.94024,0.872271,6514.4,0.6282942817
27.23565,34.55471,0.934525,7202.54,0.5709331958
25.95334,32.89917,0.918844,6872.73,1.0750091996
26.40979,31.31972,0.917277,6951,1.0977953684
19.47918,21.73737,0.881931,7110.49,0.6126195814
38.30842,47.09242,0.965578,7378.05,0.6399684893
14.94949,21.7563,0.905542,7239.9,0.5974894809
14.25838,16.38737,0.852817,6657.94,0.7247127369
23.15841,28.69892,0.952981,7887.55,0.5356359962
19.6364,26.66547,0.906759,7595.15,0.5403498268
27.02935,29.68575,0.905035,5647.88,1.3449414716
36.0535,36.55557,0.888635,6372.34,0.6592885526
19.76853,22.12914,0.94798,7535.61,0.4842855356
29.15748,29.42823,0.804526,4220.03,0.9000113627
20.42787,28.6701,0.949687,7800.41,0.5257345227
26.5618,36.49626,0.930844,7029.88,0.636499393
22.27256,31.36647,0.962363,7827.7,0.5682171225
34.56262,39.1076,0.951861,7124.49,0.9893100412
19.35504,24.36884,0.891125,6260.2,1.0839849172
22.33665,23.51953,0.900215,7769.91,0.7173729861
22.21179,29.62602,0.95773,7682.25,0.5497269614
19.41055,26.35527,0.912144,7070.68,0.5583769878
19.51766,22.79541,0.886548,6772.72,0.8013497656
15.73316,21.61169,0.907163,7095.71,0.5983321965
33.22635,39.50654,0.944536,7110.93,0.9836013546
20.70944,28.92288,0.955415,7960.21,0.5702220148
33.42534,39.81623,0.93881,6572.65,1.2318069646
29.18809,37.15976,0.937158,7104.27,0.7691980493
20.0867,23.47657,0.949697,7949.28,0.5491506198
19.15428,25.18537,0.932847,6955.77,0.5152469372
17.23204,23.20526,0.898265,5957.26,0.9805337249
13.0553,15.39389,0.917927,6902.86,0.4906829424
7.59357,11.75847,0.719828,3770.65,2.0138918761
9.4706,14.65052,0.828037,5239.11,1.0087024499
19.98616,24.94435,0.899275,7056.72,0.7003054131
16.31408,17.16133,0.848827,6094.01,0.7272377615
18.17492,24.392,0.945931,7743.62,0.5214174935
21.37773,27.13577,0.94441,7723.66,0.5215662769
33.1492,43.01202,0.950608,7319.16,1.0166100788
33.65298,42.60793,0.959969,7638.59,0.5959682903
15.55885,18.85395,0.8709,6515.87,0.9530601078
21.17132,24.58978,0.955732,8170.86,0.5332332826
14.08185,15.58698,0.8537,6476.5,1.2140468198
31.95074,34.90708,0.942455,8171.85,0.7499899988
22.46075,27.42255,0.913151,6937.36,0.566889449
14.36841,18.59775,0.876686,5951.7,0.9411703691
21.03529,26.8134,0.94616,7510.43,0.5178677691
15.36125,16.75453,0.92196,7733.02,0.4709811878
20.93506,26.45183,0.956261,7928.47,0.5202192914
16.51554,19.9291,0.903719,6612.65,0.775508208
26.88795,32.27048,0.927197,7064.33,0.5162191271
27.19038,28.1302,0.931716,7094.99,0.526311208
22.05327,23.98939,0.886263,8064,0.6634099278
14.91946,25.30251,0.914855,7400.53,0.5383541892
36.0064,37.26283,0.895783,6949.95,0.6003823653
20.10907,20.92424,0.869681,7169.88,0.6373284227
18.2472,20.91087,0.9275,7962.53,0.4814646226
33.17296,34.3013,0.879693,6452.48,0.6662026083
10.86246,22.09722,0.881783,6831.69,0.6405580068
20.22829,21.47076,0.877314,7291.22,0.6440010748
31.118,32.58474,0.872731,7068.65,0.6490785786
11.00237,21.95153,0.8762,6671.3,0.5283815211
32.60656,33.41338,0.875091,7260.28,0.6803401064
15.68209,18.63822,0.85662,6994.12,0.8822798698
38.30921,65.50426,0.966257,7827.42,0.594564145
13.13296,24.20966,0.906014,6856.72,0.5313555068
23.62062,24.58253,0.890469,6730.12,0.6242471172
14.62207,22.71855,0.887976,6930.95,0.5909584102
16.19603,18.15168,0.867185,6474.65,0.8643037717
14.70421,18.17314,0.863942,6366.68,0.8369441859
27.87528,32.81132,0.96106,7694.15,0.5631835361
18.43428,23.67642,0.948215,7937.45,0.5167565029
38.17575,44.72493,0.972985,7942.02,0.6847450259
28.1867,36.97334,0.937548,7372.73,0.6276991256
20.43263,28.26831,0.954872,7244.57,0.5109647507
21.55976,30.32714,0.899931,5340.67,0.9173733028
15.77193,22.05852,0.902488,6654.85,0.6481546402
21.47719,30.27243,0.898616,5619.15,0.9800981927
27.72305,46.08454,0.964876,7666.04,0.6055122929
37.48645,44.62093,0.970771,7439.74,0.6482453873
19.67959,23.34334,0.873821,5855.64,0.7922776732
19.21191,21.25187,0.893913,7432.62,0.5832729639
33.67537,35.02047,0.887493,6921.87,0.7549685028
24.75847,35.79686,0.970789,8253.09,0.640959931
36.37884,37.11615,0.906856,7366.79,0.7071810727
33.6125,34.08015,0.935516,8201.28,0.4883940848
32.64697,32.96626,0.90713,6626.74,0.8915039548
33.17008,33.64211,0.943152,7765.59,0.4766249692
32.67949,33.19402,0.90072,6297.57,0.5955561139
24.44286,32.83597,0.961403,7183.8,0.5073120081
20.57246,21.85382,0.881332,6391.98,0.5769225129
39.06024,39.74955,0.90258,6950.44,0.6275795572
15.28366,20.23274,0.877255,6238.81,0.7284174981
33.75758,34.24473,0.938464,7691.63,0.4527442611
20.70288,21.38378,0.910671,7963.75,0.4823618456
29.92595,46.13149,0.968841,7935.85,0.6568950763
26.46039,27.54545,0.914274,8006.98,0.6661026489
33.57406,33.74519,0.883452,6674.32,0.794637711
35.98999,36.44415,0.948145,8015.1,0.5028425091
16.62929,20.11232,0.894216,6874.03,0.6764528669
40.4706,41.33123,0.907198,7097.53,0.6338884914
24.45933,34.26328,0.970623,7913.56,0.6260074209
20.33005,27.59741,0.932819,7166.41,0.6723717287
24.36522,33.38199,0.966443,7710.79,0.5743561518
40.95557,41.84096,0.901485,6982.86,0.5842533293
32.16868,32.32596,0.885,6063.61,0.7275460962
41.89188,42.57707,0.917993,7501.72,0.6368425574
35.84205,36.08693,0.895214,6449.28,0.9543526159
20.86027,29.59348,0.958603,7628.54,0.5448781506
18.06591,23.23307,0.945727,7665.96,0.4971346497
16.62087,17.79368,0.811222,4809.51,1.801289813
36.74999,37.59082,0.900025,6875.68,0.6863405529
20.66862,24.04338,0.953614,7632.72,0.5266124918
20.61426,26.73034,0.958835,7345.93,0.5403560495
15.58551,21.98533,0.914346,6499.48,0.6507870826
20.58103,23.32407,0.952275,7368.33,0.521000829
19.55877,23.25568,0.948355,7792.67,0.5378206446
25.08874,25.37431,0.782453,4375.92,0.9685922187
22.33641,28.24262,0.955127,7719.45,0.5566299502
34.61834,35.91718,0.889118,6223.8,0.7223254052
36.70836,37.22393,0.892621,6380.88,0.6806695191
26.27897,31.12318,0.963287,7690.69,0.5810679568
15.48224,22.2394,0.90606,7076,0.7440458552
16.58724,19.69771,0.872846,6420.02,1.0992540254
24.21363,31.95161,0.939224,7921.27,0.522642216
16.88675,21.33313,0.896374,7351.84,0.6771572629
14.31814,17.89903,0.864218,6437.27,1.1113232507
29.92371,46.20464,0.96507,7953.27,0.6216979236
15.97785,20.83299,0.880158,7372.79,0.6855022171
20.97843,35.72061,0.95492,7478.19,0.5315044843
25.1028,35.72472,0.943602,6987.27,0.5883835171
20.89931,28.76549,0.913933,6843.31,0.6469957231
24.49454,26.54759,0.960979,7851.86,0.5737174265
19.35585,22.62864,0.917681,7204.32,0.6245202346
23.69163,32.1829,0.948457,7979.79,0.5342856018
27.03196,47.81634,0.972252,7295.48,0.6214538484
16.80571,18.32147,0.885931,7478.45,0.7246593925
28.06572,46.05213,0.966879,7851.68,0.6272612463
27.95276,32.02641,0.897821,7281.28,0.602504467
22.01593,29.84462,0.959498,7865.42,0.5483782727
17.42963,18.33678,0.812093,5035.91,1.8248427961
12.09871,22.92705,0.902363,6983.3,0.5702675463
15.12176,22.94075,0.913155,6765.13,0.7100394358
23.85279,32.05932,0.950092,7842.48,0.5179150925
13.44966,16.07934,0.86422,6823.97,0.7216170358
13.57624,19.60444,0.88965,7056.78,0.4990655496
35.96874,36.98518,0.897435,7011.26,0.6820234602
21.21593,21.72245,0.909913,7870.09,0.4667461581
19.90659,28.77132,0.913414,6559.56,0.752334277
16.13218,22.23084,0.910335,6899.32,0.6572537868
19.70027,23.05055,0.880445,6050.32,0.7621827877
27.06432,32.48708,0.964366,7867.19,0.5802561728
18.01084,22.96104,0.944971,7971.78,0.5015354597
16.24978,19.27437,0.885109,7056.92,0.8532419635
36.74463,44.25035,0.971007,7953.91,0.6479987871
20.23591,23.68889,0.950261,7961.49,0.5174667696
34.40346,35.70744,0.90013,6956.04,0.7097192786
32.2176,32.47067,0.915611,7526.94,0.5264322946
27.66746,27.945,0.800645,4272.59,0.6981145645
18.29245,22.64311,0.909868,6995.28,0.5950425324
27.31179,32.74227,0.965237,7669.72,0.5791316808
16.821,20.54019,0.89359,7126.58,0.6526180307
14.82607,21.04661,0.907153,7194.87,0.6275839059
20.57087,21.05902,0.906522,7973.14,0.4721884766
29.43777,45.88958,0.967584,7940.97,0.6209604265
