PLD (Å),LCD (Å),Sacc (m2/g-1),φ,NCH4 at 10 bar (mol/kg)
21.54532,26.81922,0.90933,6460.43,3.1936202916
23.64174,24.91289,0.930496,7625.43,3.3037118193
14.20557,22.65799,0.864396,7344.64,3.0686759823
12.73476,19.13956,0.879982,6620.42,2.7685399539
13.60586,22.41044,0.865881,5708.45,2.6057623347
13.63868,27.1855,0.884285,6411.33,2.7964447593
19.84761,19.99523,0.818771,5233.78,2.9186576162
28.84753,39.39175,0.960496,7945.23,4.13556733
24.13202,25.39973,0.834252,5216.47,3.2115967472
12.47752,15.24445,0.847022,6478.76,3.0549489376
24.09239,25.6617,0.942219,7972.36,3.5147980686
23.67266,24.36149,0.920773,7082.34,3.2103369062
20.49725,29.04503,0.915859,6796.99,3.2913640662
25.58351,29.02481,0.953138,7452.55,3.6325249597
34.97254,46.33722,0.962701,7658.96,4.1662735075
25.59276,26.51837,0.932968,6782.48,3.1675770053
12.50259,13.60073,0.82252,5602.22,3.7341135224
26.19278,29.2516,0.956382,7371.51,3.603067297
30.27032,41.10665,0.951045,7203.67,3.8938165639
15.08119,20.04822,0.899778,6702.93,3.1471376413
18.10726,23.0576,0.922929,7563,3.2814495629
20.16584,20.98289,0.901999,7024.12,3.0976769774
22.45715,25.66815,0.935423,7094.81,3.144211558
28.39446,35.38688,0.942936,7587.53,3.508145362
19.30012,22.1332,0.926671,7643.56,3.1215097626
20.77627,26.79045,0.922304,6812.18,2.8963883031
22.41816,24.9338,0.932518,6830.23,3.0585913388
22.14044,25.67014,0.926148,6814.93,2.9444973827
12.40263,17.54632,0.849672,6374.76,2.8781193577
16.42934,22.25212,0.891874,6453.78,2.912538241
46.89757,48.40136,0.944581,7314.53,3.4909103345
20.99961,23.7745,0.924772,6594.38,2.912999352
20.10242,20.64616,0.921275,7131.46,2.8596326972
16.0559,22.38815,0.895205,6699.98,2.8828192848
16.87728,17.36205,0.851102,6600.29,3.0512175516
19.97964,26.65129,0.920858,6665.79,2.9273923833
31.85945,42.65825,0.940051,6436.25,3.4859307636
19.72266,23.93108,0.921596,7236.85,2.999855932
18.79607,21.70083,0.922252,7549.16,2.989542537
34.64373,38.83721,0.932148,6580.73,3.0668546995
14.38199,19.20879,0.86486,6358.4,3.2413637553
17.21736,23.14674,0.893569,6667.92,3.0041483632
16.79423,21.13917,0.926792,7316.65,3.2005109423
12.30051,19.08727,0.854304,5600.84,3.1547126734
32.16315,42.79206,0.952119,7256.86,3.8495062281
19.99143,20.39872,0.928066,7338.7,3.0337585468
19.86937,27.06316,0.927142,7522.69,3.3939455744
14.45247,17.00614,0.82351,5671.74,3.0870349109
30.04409,30.77274,0.932265,7487.75,3.4726187478
18.49082,20.25518,0.922091,7993.8,3.1433356316
18.36648,20.3388,0.922525,7450.54,2.9561519491
18.97442,22.33412,0.904238,7415.57,3.014458305
14.82545,17.40788,0.875747,7375.14,3.0960730111
18.94986,21.08404,0.905658,6970.11,3.000505467
21.51131,23.50516,0.912345,7418.85,2.9290962308
8.74667,12.34024,0.778267,5746.19,3.1655194866
8.70982,12.2188,0.750048,5419.53,2.8877115844
13.86017,15.15104,0.850489,6487.34,2.5257756663
15.4461,17.28016,0.899817,7144.32,2.7521034415
15.31883,20.93223,0.881866,6857.61,2.839172503
24.7441,32.50045,0.899266,6415.86,2.7671935435
15.93432,20.93018,0.879895,6492.69,2.9179027648
14.83105,19.17104,0.880442,6745.5,2.9151898449
27.58406,31.13919,0.9447,7268.53,3.3276926431
28.1433,31.78286,0.944862,7312.99,3.4242996626
25.42061,48.82103,0.951702,6912.63,3.3124199219
11.17714,17.89393,0.845315,5653.89,3.0491903837
14.07658,18.39335,0.870026,7057.32,3.0167023989
22.63767,22.97389,0.888731,6986.47,2.9278108739
14.69216,17.06217,0.866223,6964.29,2.8531464825
11.75519,14.25873,0.835077,5500.48,2.8322588612
9.88462,13.34228,0.818566,5570.24,2.9277609745
21.50741,21.74796,0.905353,6304.05,2.6121284519
18.0854,21.07953,0.906687,6866.32,2.7178128539
17.84671,35.33455,0.929645,6471.34,2.8746113052
8.47903,14.61263,0.760272,4807.01,2.7049029084
10.46893,14.23467,0.816443,5877.05,3.008732614
18.32604,23.90598,0.828967,5567.21,2.7025421825
23.99482,24.50775,0.92439,6824.81,2.7809830356
10.05824,14.77991,0.806311,5508.91,3.2815956374
18.38606,21.19562,0.917898,6649.46,2.7751453814
22.57385,24.3659,0.922429,7002.01,2.9695613504
9.79245,22.40825,0.875355,6247.33,2.8503435218
36.8298,47.50494,0.95385,7112.96,3.8020192895
27.86507,31.50167,0.923391,7210.5,3.6077110171
11.26492,17.72974,0.82096,6260.97,3.133151345
12.58287,17.48278,0.860848,6539.68,2.7075883442
33.34863,39.49,0.914548,6664.24,3.3892466361
34.65035,39.29054,0.913281,6449.31,3.3547892096
26.47373,34.1002,0.951856,7609.87,3.7653989654
7.25392,8.31079,0.70009,4942.3,3.3000913218
24.06208,25.38569,0.896643,6601.47,3.1177059106
19.9716,24.38418,0.872279,6463.24,3.1490725001
18.41981,26.34628,0.93744,7793.29,3.4022611058
14.568,20.31045,0.874883,6439.73,2.8005389164
28.21941,36.26128,0.95911,7577.15,3.9948460698
24.95432,27.63506,0.954218,7280.87,3.5564357392
16.28108,20.87543,0.903176,6413.99,3.12426758
26.62727,31.08571,0.92367,6266.25,3.4209009444
14.30187,17.66556,0.920403,6973.77,3.0984558617
13.28062,16.67514,0.886769,7596.38,3.216625019
15.63658,16.57712,0.879836,7325.45,3.1894429482
11.3662,19.21639,0.836778,6000.57,3.2850897239
17.83376,19.91744,0.924275,7162.62,3.1462017976
14.27676,17.26375,0.91099,7001.3,3.0366443194
20.59775,26.24887,0.919238,7582.83,3.2377416799
15.00775,20.36509,0.879759,5811.65,2.9839378461
18.95013,19.84898,0.913377,6383.39,2.8836323673
27.36979,29.47519,0.948757,7292.4,3.5342495403
15.79431,20.28877,0.886747,7010.42,2.9699296147
9.9876,14.68557,0.823356,6611.94,3.4652702008
27.94632,56.61972,0.951278,7438.79,3.8129792606
19.78431,25.16222,0.930203,7154.2,3.0531048763
29.17815,37.18215,0.937068,7785.75,3.866171001
15.67807,20.47078,0.873011,7474.75,3.2478337546
40.81635,43.23604,0.93606,7752.31,3.7059241449
8.91134,13.10313,0.799109,5985.99,3.3244746692
13.30163,16.6307,0.909287,7312.05,2.8890594746
9.56725,12.71424,0.81738,5450.8,3.3680019651
13.56358,18.70181,0.833203,6508.49,3.0513191598
31.48142,36.76118,0.931563,6897.97,3.1902105908
18.50026,21.78999,0.920209,7243.1,2.9331206312
14.13252,20.84107,0.871194,6335.91,2.8120650351
23.05236,28.81026,0.94051,7271.51,3.2457698851
24.12448,52.43591,0.941034,7355.23,3.428818822
8.97073,12.54394,0.820505,6818.44,3.5086226666
14.60357,19.81542,0.915584,7426.58,3.0032694845
23.07194,29.05107,0.926067,7037.05,3.0201000506
10.92334,21.1166,0.862145,6184.34,2.8876545541
18.55189,18.94584,0.839696,5482.54,3.2078460795
17.79413,18.26903,0.823127,5034.23,2.9070215816
25.98198,28.62189,0.939314,7087.23,3.3839175244
34.16662,37.42405,0.961312,7868.03,4.4274075658
19.95971,20.37694,0.868398,5416.24,3.0482170725
20.76193,24.40363,0.906733,6220.85,2.6679004728
27.75657,47.98159,0.947068,7473.37,3.5411061129
16.15702,16.74147,0.89458,7405.24,2.8110343568
20.80155,22.0043,0.927287,8122.15,3.3130182318
28.74746,48.55034,0.953407,7648.07,3.9043700477
25.12001,34.15789,0.897262,6775.46,2.7882526669
15.47044,19.12281,0.892128,6583.54,2.9220080601
16.06002,16.59155,0.888146,6964.42,2.6591658967
15.8128,16.72527,0.906185,6049.7,2.8469519678
15.55694,18.38998,0.895225,6882.2,2.975848735
18.40739,22.22755,0.910768,6697.26,2.8903554598
14.15083,15.29387,0.888526,6754.25,2.7694615275
16.01278,20.14341,0.896024,6688.99,2.8243755497
6.42946,7.72823,0.651679,4351,3.0502306839
18.40282,22.29209,0.908181,6425.7,2.6537532476
18.07247,20.08303,0.912348,6548.68,2.6883027734
14.26193,15.86077,0.886145,6036.28,2.553085979
15.1946,16.05978,0.800023,4680.55,2.6666040819
23.50928,23.92549,0.922409,6726.4,2.7078951801
9.52031,14.02207,0.80794,5832.36,2.9610245028
13.46964,14.47039,0.735907,3439.02,2.344522839
15.65393,16.64131,0.907062,6374.51,2.7314164417
20.1356,23.88465,0.888447,6490.24,3.0977951318
28.24553,30.87198,0.946903,7517.12,3.5561860074
16.2792,19.87299,0.892,7140.68,3.1501714815
11.43902,17.78665,0.808452,4346.07,2.7799339261
10.21592,18.34449,0.799813,4268.75,2.8863977703
23.80341,42.54082,0.945968,7682.27,3.5589458754
11.33254,18.43712,0.862903,6508.52,3.2978186009
20.42949,23.28183,0.802368,5483.34,3.6136776763
8.89188,15.01204,0.749734,5075.29,2.9527542819
13.66258,16.51959,0.831749,5039.98,2.7551055658
18.06889,25.95432,0.924759,7364.57,3.3754533328
15.90954,17.68431,0.872429,5893.2,2.2674526784
23.47148,26.13614,0.935005,7467.86,3.4998108324
9.19619,14.52637,0.818783,6181.22,3.2037780215
9.76265,11.02165,0.759679,6290.26,3.9928761422
15.46651,16.33224,0.89317,7499,3.0134178566
7.2957,13.49438,0.762923,4639.2,3.2312634197
6.08609,8.86606,0.705683,4205.24,2.9560705344
17.5399,18.56336,0.900074,6775.02,2.9592919009
21.6658,25.92652,0.911341,6771.77,3.1505105903
8.31659,14.36903,0.780596,5605.32,3.5514398097
6.08218,9.65124,0.734232,4679.12,3.7216533717
15.32076,18.60032,0.890402,6242.83,3.0853880192
21.37061,45.65491,0.945218,7250.37,3.6639462191
9.98877,16.88858,0.838463,6965.03,3.2952928427
9.87434,16.7661,0.849213,6683.12,3.229070603
17.11869,21.48217,0.881801,6601.21,3.0663746136
40.31787,41.74561,0.906991,6534.21,3.3582788575
18.62918,20.04517,0.814649,4953.44,3.0069207066
14.16571,15.93296,0.916025,7023.1,3.1729622595
13.46234,14.03634,0.886299,6786.9,3.1857048693
21.74136,24.10364,0.929291,6693.83,3.4139969333
11.10178,15.86665,0.873006,6555.38,3.0083614799
14.41337,15.58948,0.895875,6612.88,2.546951547
13.33653,15.87615,0.904649,6791.44,3.0841118941
8.95933,11.45998,0.760553,4406.52,3.6467855117
13.27425,13.97953,0.873983,6621.54,3.0932488471
23.7409,30.80187,0.933584,6730.85,3.1980775155
8.47417,12.89193,0.798189,5870.36,3.1346010599
15.43638,16.48962,0.682524,3245.13,3.0343346424
12.72885,15.75192,0.842314,5267.46,2.7820631091
15.48682,15.87908,0.73445,4389.83,3.237284793
6.18907,10.21622,0.75221,4603.89,3.6191662804
15.49931,15.90303,0.747639,4339.7,3.1496716331
11.86603,30.61781,0.779501,5382.54,2.83921983
9.27097,14.62607,0.826171,6134.44,3.2743412665
7.13372,10.96371,0.705167,3734.6,3.093283279
15.36314,33.50593,0.89673,5265.21,2.9453260397
13.30423,14.13705,0.845357,5267.9,3.3505999186
16.22369,36.14426,0.879607,5286.12,2.7608659737
14.39068,18.31145,0.885742,5799.33,2.7281051666
13.51661,17.56603,0.885662,5437.7,2.9974419301
6.1315,6.48534,0.312742,813.387,1.085180869
7.34496,9.39818,0.795812,5073.43,3.8836827996
13.37969,29.64897,0.839371,5230.71,3.2409922919
12.42957,18.11741,0.862058,5415.39,2.687286107
13.19398,17.01592,0.866945,5639.79,2.9249367311
13.55845,14.17131,0.835615,5205.98,3.0699401575
15.20381,17.17304,0.880163,5955.1,2.6421576477
15.0902,33.42703,0.888272,4497.47,2.8478584559
15.30599,17.13946,0.89099,5325.54,2.6400206215
7.45314,9.24745,0.782363,4577.84,3.4708906188
16.89492,37.94813,0.880327,6056.34,3.0186112353
29.50275,30.33457,0.812395,6252.28,3.1543599897
13.52326,16.3461,0.736086,4471.44,3.0348240073
8.07263,14.29086,0.729878,5092.98,2.6633757936
8.81866,9.71119,0.740685,4825.1,3.3155595256
14.66468,33.58948,0.874705,4919.22,2.8030464543
15.17275,15.82408,0.658749,2717.1,1.9030384317
10.01031,13.67948,0.675252,3459.05,2.4863679185
13.4916,15.3257,0.847587,5304.99,2.518321922
12.02569,14.86854,0.829108,5298.09,3.6780982146
11.87148,13.95826,0.790312,4950.83,3.5145625299
7.60011,9.1004,0.675122,3743.76,3.058207738
12.70118,15.9743,0.864763,5677.08,2.9039254835
10.59794,14.26815,0.759672,4671.54,3.0913409767
9.32527,9.83154,0.695698,4460.59,3.4641621787
10.83057,15.26015,0.798572,5328.35,2.8181549265
13.81341,15.50086,0.703672,3137.47,2.1529105049
9.43507,12.08553,0.714757,3080.9,2.4435727091
11.53153,16.1499,0.800341,4790.63,2.5145202378
9.67676,10.42556,0.827464,5871.04,4.1480077147
12.71849,15.35337,0.814819,5934.42,3.343657259
7.4998,9.53422,0.782092,5417.38,4.2262603226
8.8291,10.25192,0.742268,4559.52,3.506343382
8.60864,13.90443,0.798267,4873.75,3.7524078109
15.65025,16.57475,0.756054,3648.82,3.0410186318
22.73033,24.21361,0.819871,5112.94,3.3957303656
16.03038,17.62417,0.905816,6002.93,3.000344017
15.63233,16.98239,0.828624,6026.47,3.6257684342
9.47079,9.84945,0.762284,5586.88,3.7111534491
16.49757,19.98673,0.878817,6683.17,3.2931729217
8.18644,13.40959,0.76909,6218.05,3.3446958471
13.06535,24.92794,0.874096,5948.37,3.366869562
9.61498,16.48465,0.825237,7124.7,3.2738471267
16.34943,22.50181,0.905198,7864.55,3.079923574
17.49058,23.00076,0.934324,8163.35,3.28013245
44.95165,47.86699,0.93527,6775.67,3.3196701738
25.43922,34.60765,0.939403,8404.7,3.7990849761
25.03925,32.62352,0.955414,7943.48,3.8470495381
19.52178,25.48748,0.906043,7168.37,3.343620728
26.40605,55.8737,0.953772,7438.25,3.6529513958
14.16829,17.1315,0.906561,6655.45,2.5549242358
21.75821,23.21428,0.824003,5409.79,2.9545198157
17.66907,22.69742,0.878881,7064.3,3.4037048992
18.60434,21.82131,0.855179,6573.07,2.9775119108
24.97035,26.48713,0.946308,8230.31,3.6356983326
42.06997,46.97278,0.942592,7334.35,3.4214768902
26.25115,32.1965,0.949607,7281.48,3.4300320452
19.40021,25.00241,0.88953,7250.96,3.5077739513
14.8126,18.99067,0.926829,7469.94,2.9071795545
25.37252,34.7383,0.952628,7559.95,3.4988350424
24.75255,25.57977,0.903289,6260.32,3.3577375075
17.72506,22.8335,0.914534,7008.17,3.297030908
14.79292,20.62982,0.927893,7304.96,3.241234605
43.07546,44.3155,0.948956,7406.67,3.7068459272
20.87235,25.64633,0.942117,7170.59,3.4768217097
13.32402,18.7526,0.888419,6251.51,3.3094588768
20.15026,24.34219,0.935786,7229.37,3.4932875669
17.25887,22.53492,0.925028,7855.64,3.4236989509
19.1443,20.2719,0.911802,6492.05,3.261239976
30.05102,30.55351,0.932649,7113.29,3.4219796857
11.99928,14.41636,0.892506,8081.1,3.154033894
27.55533,33.97718,0.902849,7124.5,3.3797092501
11.08586,14.30746,0.850133,6182.37,3.1214182511
22.53646,25.96466,0.944373,7070.69,3.2684314993
19.6764,20.93799,0.923134,7839.56,3.03641797
22.93104,26.0571,0.936774,7031.07,3.2076691611
12.80762,19.23469,0.872609,6526.04,2.9834327387
13.67688,19.26469,0.885761,6449.82,3.0778942994
34.38471,38.12108,0.916485,6629.67,3.1105537196
18.06233,25.49431,0.93433,7425.55,3.2149354582
18.54828,20.16937,0.925926,7313.81,2.9487060892
19.82817,25.05673,0.902658,6944.5,2.9399785732
23.28809,45.56918,0.921066,6273.6,3.2002752177
15.40753,21.91371,0.907906,8122.91,3.1003519437
26.44591,33.4927,0.916351,7616.31,3.2827706547
20.05301,20.96567,0.885941,6760.78,2.923470845
17.56803,26.19599,0.935198,7665.07,3.2629596779
10.72529,13.90699,0.844362,6178.14,2.9821765952
16.3578,26.92399,0.925604,8082.03,3.1461573133
11.24524,13.41839,0.862472,7568.96,2.8428380812
17.00619,25.04432,0.905064,7611.81,3.1316703283
19.4141,20.00996,0.930357,7732.92,3.1793932945
14.28705,16.52147,0.908023,6845.81,3.033704267
17.42593,25.37132,0.926758,7769.82,3.2270335443
27.0198,35.44202,0.957997,8203.84,4.2632329071
9.73005,12.29664,0.872499,8154.28,3.2397007989
10.02396,14.06572,0.815015,5737.72,3.1209551964
13.03695,17.80656,0.883377,6179.83,3.5931785758
8.01663,14.15079,0.847207,6054.76,4.6199451956
6.98666,8.58275,0.843053,5913.06,4.5815986484
8.28951,13.6719,0.837056,6178.11,4.694490846
20.17278,21.59463,0.928544,7688.65,3.1694084135
12.98991,25.36809,0.918627,7405.64,3.0797949587
12.25534,20.35944,0.864317,6207.84,3.2801832781
19.02184,20.55128,0.919344,7630,3.0277851046
12.28756,14.1865,0.853135,6631.01,2.4997604655
13.39789,15.19876,0.85262,6447.83,2.411570894
14.16978,15.05245,0.88002,7342.36,2.7952344746
15.48485,31.88297,0.934971,8666.56,3.4618904483
20.86898,21.8019,0.908795,7841.31,3.0399063311
20.12533,21.20727,0.804118,6303.14,3.4308958988
20.62601,25.76385,0.915344,6360.55,3.091481943
14.62714,17.86437,0.895868,6009.52,2.8346451312
18.95187,20.96044,0.915245,7224.74,2.9681298364
9.33015,13.94715,0.814737,5407.13,2.9423262
20.66285,23.03882,0.903441,7012.65,3.0474957841
8.55965,10.93895,0.785354,5791.95,3.4038156992
18.1551,26.45766,0.912964,7253.61,3.404768749
20.60865,22.48659,0.840492,5513.23,2.9464933432
9.76147,10.99936,0.816525,5646.5,3.2685487204
11.75179,12.48399,0.874246,5510.06,3.305850027
10.69993,11.60481,0.752298,4309.38,3.4156475425
11.88877,12.42765,0.843642,4968.9,3.723835702
6.76027,9.7758,0.738573,5188.39,3.4358362616
18.89505,20.68179,0.826753,6015.41,3.5898675025
9.96789,11.61239,0.866282,7153.19,3.1011936805
7.48115,10.24683,0.824136,6902.01,3.9331159323
16.18095,20.91445,0.913,6934.96,3.1067692917
15.14061,18.35833,0.878927,6688.81,2.8633943075
9.23736,14.27564,0.852996,6380.97,2.7966830645
17.04099,19.47364,0.852691,6878.94,3.1632286244
16.10764,16.97155,0.89855,7747.14,3.2341477932
20.79778,21.43403,0.876179,7395.02,3.1091657151
21.69822,22.14711,0.890508,7080.66,3.1668848346
30.03343,30.66686,0.94611,8124.48,3.5775769834
22.63194,24.49202,0.875651,7845.09,3.5557311701
24.24664,24.96299,0.847749,6392.12,3.1391851884
19.34566,20.53167,0.859629,6331.71,3.0539312424
16.17216,21.27922,0.940589,8261.39,3.4809395319
23.97114,29.93351,0.93495,7663.8,3.37293435
6.03428,11.15895,0.725546,4784.63,3.1728080318
19.17233,20.60165,0.871861,7720.34,3.3923862583
32.27594,32.69135,0.93295,8265.07,3.4128985345
13.77484,16.13196,0.855116,7019.41,3.0266717684
10.44253,13.14256,0.832295,5938.41,2.8343878087
12.85772,15.51523,0.911534,7469.96,2.7956132473
27.39354,28.69227,0.937368,7258.19,3.1184335121
10.50999,13.28512,0.86153,7063.34,3.6775974999
13.44161,17.32448,0.880644,7232.8,3.0944033489
25.73395,33.46357,0.954546,7936.57,3.8637345236
22.9837,23.62488,0.892041,7234.15,3.4331550911
18.19523,24.4693,0.927414,7987.25,3.3925333453
22.2602,23.23953,0.864665,7161.96,3.6235386393
10.69028,12.3747,0.889711,7743.15,3.2333830838
23.58676,24.91949,0.912407,7619.05,3.2407761928
12.59847,20.56702,0.895793,7679.87,3.2030936793
11.49309,16.02726,0.841484,6511.11,3.4395297756
12.14221,16.11873,0.861028,6065.69,2.8005860077
16.05526,20.94944,0.941589,8040.83,3.3088192639
9.12497,12.2334,0.779169,5375.02,3.1078724188
27.49533,36.36467,0.961288,8066.84,4.1137274964
8.37004,16.03921,0.84486,6617.72,3.1353193367
14.96082,17.00147,0.932941,8068.55,3.1557268822
26.47022,27.93171,0.862123,7155.69,3.4188573805
26.39619,27.52812,0.876937,7389.75,3.3911930451
16.72423,19.24626,0.828887,5604.22,3.1926888233
12.63555,15.68305,0.914026,7779.12,3.1338492734
22.47073,23.12387,0.941885,7878.29,3.5559154646
13.73871,16.19467,0.868003,6539.57,2.9898284759
30.91559,31.43138,0.934946,7458.54,3.0892278903
19.72643,20.53715,0.868115,6092.44,3.4898521906
14.35077,16.12211,0.931758,7739.96,3.1502494309
29.05269,29.90697,0.947373,7763.46,3.6007580768
15.89181,20.11883,0.944342,7402.16,3.20587532
12.91507,14.71478,0.898362,7414.49,3.6445083909
37.63676,47.28441,0.944901,7272.47,3.5632677918
17.58927,23.78336,0.925722,7401.44,3.062854101
9.45312,15.373,0.868663,6987.77,2.9863276653
10.21573,11.80653,0.886885,7131.16,2.9790545809
12.34926,20.56325,0.891608,6934.07,2.8932188328
8.28069,11.7223,0.758333,4515.06,2.9222735528
13.61773,17.34172,0.897003,6661.6,3.2099979523
14.82279,18.05352,0.88555,6664.35,3.1689597217
12.40576,14.96234,0.91131,7118.11,3.1198659249
10.4074,12.10982,0.898059,7161.27,3.2480733666
22.41008,22.98894,0.869612,5119.79,3.4891954731
18.89433,19.71921,0.927531,6638.95,3.1077040729
37.5691,39.2288,0.906966,7172.59,3.533310274
17.16404,23.25839,0.926009,7522.01,3.2377014542
23.36503,24.81037,0.908312,7199.96,3.2340689971
23.9858,27.48021,0.917512,7517.8,3.3980084932
15.65978,19.56567,0.911629,7625.37,3.2486304987
10.26541,11.75316,0.883652,7117.99,3.3391178138
19.68595,45.70276,0.930479,7207.89,3.3916412326
4.75288,6.64594,0.496397,2389.71,1.4437876154
18.97085,47.8827,0.908467,6659.49,3.3864636599
12.26921,14.37677,0.899101,6598.94,3.0285770748
24.80575,28.41116,0.928146,6914.1,3.328525326
12.31724,16.81328,0.916126,7535.56,2.9746620703
4.83517,9.37745,0.743398,4678.09,3.5751596273
20.66256,50.12384,0.943383,7597.03,3.5603086993
22.05557,29.73639,0.931811,7526.54,3.4707802143
16.13052,19.41017,0.893246,7226.51,2.9708372918
5.9447,10.67633,0.701043,4729.52,2.9228197203
23.45944,26.38653,0.95144,7861.1,3.8455657258
11.95291,13.52264,0.887436,6619.18,2.7338326482
11.77431,13.05018,0.892571,6738.99,2.750870596
9.20851,14.6447,0.851535,7246.71,2.944537628
17.35195,19.2838,0.861413,7113.29,3.5961887038
10.39574,14.74105,0.865876,7067.6,3.6288792448
17.40481,23.54454,0.932488,7786.38,3.1754848979
22.61981,27.1633,0.952992,7692.19,3.7022054788
22.68934,23.6705,0.918375,7518.93,3.074739554
7.10184,9.50015,0.764561,5491.7,3.2069661188
43.43128,46.16169,0.932084,7437.87,3.3710309995
26.4139,30.73383,0.930605,7460.03,3.3142931122
12.28474,14.88028,0.907471,7323.8,2.9095344903
5.92511,9.79089,0.713808,4470.82,3.0117286384
12.78851,19.8414,0.896189,7326.01,2.9669740142
21.62286,27.47113,0.948299,7387.76,3.5383988652
16.67309,23.17664,0.925127,7872.58,3.1521195289
18.97776,24.07821,0.906425,7519.96,3.1104511105
7.08686,10.39211,0.835894,7274.22,3.5515177505
12.28283,14.54174,0.901827,7006.14,2.7812556041
16.77733,23.3852,0.929422,7379.54,3.0645457666
21.88609,28.61042,0.931352,7390.76,3.132398661
7.50685,11.32352,0.845975,6597.76,3.5784041119
10.07076,12.96215,0.840402,6506.42,3.4968002199
12.13715,14.46314,0.902707,6981.05,2.7185114673
6.99184,9.97076,0.776284,5073.61,3.1336135177
20.30309,24.19816,0.913196,6706.1,2.8940960327
12.47086,14.15595,0.843412,6147.16,3.2746354814
12.25768,14.63761,0.889937,7388.42,2.8803199847
6.59644,9.38707,0.755593,5808.84,3.3791312883
21.37674,22.29807,0.844499,6276.56,3.2611707226
6.45311,8.90384,0.754763,6169.91,3.5916700981
23.79788,29.41123,0.920391,8043.68,3.4897155529
8.89943,15.48372,0.851706,7458.62,3.2091517721
22.6634,23.14357,0.902267,7815.56,3.3274862508
21.89737,22.63184,0.909228,7768.1,3.348235425
15.86592,22.09254,0.909182,7824.21,3.2488996974
21.72281,22.33919,0.898085,7304.58,2.9616460934
7.37556,10.15114,0.754967,4868.56,3.1423873551
11.77437,13.15833,0.884997,6617.8,2.7940673084
19.61097,20.02187,0.846435,5392.3,3.3829826554
5.65749,8.98628,0.714941,4652.91,3.1199438098
9.51843,14.6484,0.840647,6871.53,3.2312492613
11.81134,14.47903,0.902658,7782.76,2.9202469961
9.61045,15.01571,0.874184,7314.44,2.9954247751
10.63579,12.15399,0.881445,7408.35,2.9975142319
27.20987,30.56976,0.924575,7442.02,3.1436272735
6.02911,9.11962,0.618571,3447.84,2.4666251037
47.22933,48.8939,0.952549,7674.71,3.6835457373
18.95804,27.79267,0.922795,7349.24,3.2689502045
34.66636,38.84998,0.921716,7309.48,3.3872085643
10.37502,12.13306,0.882222,7190.66,3.3077835845
10.00943,11.94511,0.885889,7277.5,3.3954178089
6.78364,8.34877,0.567196,2734.8,2.000259967
31.60722,37.87223,0.940703,7447.92,3.4609611349
12.08567,15.14184,0.890639,7203,2.8157830979
12.09618,14.3154,0.89448,7210.84,2.8561548673
16.25526,17.77711,0.834449,6579.26,3.4606166711
10.46064,12.49033,0.876879,6898.68,2.9212100989
18.98716,26.80412,0.937972,7919.57,3.4881909935
4.86706,9.36486,0.725836,4636.5,3.7192141678
12.31724,19.42106,0.895075,6937.44,2.9852738992
15.62284,20.22701,0.931978,8051.87,3.3434670873
42.83913,44.90325,0.927682,7628.75,3.6184025941
10.70662,14.81983,0.832592,6740.01,3.794105907
8.26629,10.77601,0.796627,5667.49,4.4459547392
5.69176,7.99336,0.675408,3656.92,2.6836710858
19.85149,21.20252,0.855298,5481.3,2.8559948808
20.05855,22.18385,0.921355,7228.47,2.9507556936
19.13461,19.74623,0.828416,5088.73,2.6616897052
14.47265,19.36635,0.905962,7268.47,2.866265039
10.0008,11.99985,0.793831,5477.49,3.1337078856
14.69906,18.54493,0.904127,6783.51,2.6127674232
10.787,13.12355,0.796761,5991.77,3.0573320705
24.67569,25.43313,0.94038,7469.63,3.4214511056
10.82919,11.83265,0.845291,5876.07,3.7714311188
7.51933,10.68012,0.828832,6618.04,3.7291467659
7.79805,10.72269,0.794681,6097.73,2.5434856091
9.1349,13.05812,0.859335,6317.08,3.1226403349
9.08822,12.28156,0.845569,6273.21,3.2126386385
14.22837,17.01958,0.877891,6373.43,2.595459621
7.40605,12.61076,0.794231,5546.12,3.0928568526
14.52196,17.608,0.903297,6794.83,2.855360501
14.64669,16.97328,0.889504,6862.08,2.916216184
11.61358,19.10797,0.860926,7155.2,2.9208116755
13.35059,13.53036,0.568346,1268.71,1.5232194658
8.06567,8.32301,0.62967,2911.63,2.6791436402
10.79757,29.60191,0.820521,4601.94,2.8392969595
16.96841,21.10376,0.858574,5715.14,3.2578761273
19.36053,26.36866,0.899947,6659.98,3.5770336282
12.17331,18.60169,0.837547,4999.19,3.3850673484
19.38799,20.61979,0.924951,6897.48,3.4785963399
13.6001,19.48413,0.905421,7061.78,3.2977652786
13.10869,17.78304,0.900516,7093.39,3.1911253311
18.05126,25.46881,0.892328,6590.61,3.4629802454
15.20521,23.07612,0.88097,5856.91,2.800815969
18.72529,19.18638,0.849385,5886.63,2.8767781503
19.22123,27.71109,0.913157,6666.09,3.6479784866
16.98232,18.45,0.923175,7078.98,3.3071007432
17.25233,20.95065,0.900331,7237.77,3.5696955798
14.59596,17.27417,0.8063,5081.44,3.2172662402
18.38126,25.31832,0.881927,6652.24,3.4340872186
16.35215,23.54891,0.901664,7073.09,3.4948213668
11.40126,18.18586,0.782844,4636.03,3.1364292059
13.67363,17.29919,0.880831,7233.78,3.1659204725
38.10242,46.02883,0.948221,6580.88,3.8477176326
17.99499,25.03589,0.929018,6650.59,3.3464224084
