PLD (Å),LCD (Å),Sacc (m2/g-1),φ,NCH4 at 10 bar (mol/kg)
19.29646,23.78691,0.902386,7274.45,3.3581513296
41.83511,62.96025,0.982715,8479.45,7.1836288039
41.19365,48.76991,0.94707,8078.63,4.061509076
53.0146,53.88301,0.93124,8045.33,3.7788524428
44.72328,62.06573,0.969358,7860.72,5.0684622323
44.96129,63.00838,0.96896,7987.22,5.0547950665
45.00171,56.66362,0.954778,8014.98,4.3357669088
23.55545,34.9946,0.947646,7427.58,4.0190912235
23.23406,24.88153,0.952733,8460.66,3.9187848076
14.5082,21.42108,0.902818,7863.59,3.2738700543
46.37077,56.46795,0.953862,8259.95,4.397213252
54.09769,54.61437,0.931498,7847.98,3.8203596694
31.3261,32.07317,0.922192,7602.42,3.3891844475
17.54328,22.79206,0.89847,7216.01,3.3266999173
40.45649,53.86517,0.963726,7888.43,4.6951860689
40.45649,46.90416,0.945146,7753.54,3.9850828305
33.14633,46.30789,0.982034,8203.02,6.4564139297
45.48465,54.90074,0.958407,7792.2,4.4018748151
45.48465,49.0547,0.944803,7735.73,3.9804364109
23.03284,24.57439,0.954437,8160.37,3.8211525156
38.93866,54.00095,0.963791,7920.13,4.7336468072
17.4692,22.44207,0.895506,7630.55,3.4799138278
29.88889,30.72813,0.912741,7345.42,3.5638936054
28.80434,38.05194,0.974686,8224.82,5.2839227369
28.7911,38.54168,0.973886,8347.83,5.3612510798
37.99261,46.91562,0.943484,7688.4,3.9939654635
23.04203,31.66403,0.94463,7859.72,3.9253743351
23.0105,26.65539,0.930481,8095.3,3.5433024176
20.36999,25.46602,0.921487,7094.32,3.4109414189
39.81309,54.86132,0.96273,7799.72,4.6694557333
23.65269,34.4999,0.950958,7617.12,4.0068984932
40.25648,48.44044,0.944827,8124.39,4.0286706705
28.72847,39.25795,0.974327,8018.9,5.1638863207
20.17191,26.035,0.920495,6989.37,3.3391200955
47.91304,48.852,0.920326,7214.45,3.5503798651
18.5804,22.7234,0.899983,7498.53,3.3982789616
46.97369,47.94181,0.924007,8060.97,3.7019872279
40.36701,54.63834,0.963079,8048.77,4.7042389628
28.62914,38.73401,0.975914,8275.02,5.4180584804
20.94685,26.9744,0.925081,7240.41,3.4683377131
17.72352,23.28983,0.899466,7086.37,3.3015797066
39.75354,53.73316,0.963129,7913.66,4.6218423116
41.7228,62.75789,0.981609,8434.01,6.902701896
39.22041,53.744,0.962021,8020.72,4.6565055139
20.41305,26.17831,0.917363,7311.07,3.5252803452
39.72213,54.83631,0.961891,8340.16,4.857676374
38.92458,53.68387,0.958424,7707.49,4.5059444419
21.50474,27.28657,0.928788,7316.18,3.4962530752
23.19684,25.44895,0.95627,8336.8,3.8970399252
24.09816,34.76089,0.95045,7696.3,4.0284429064
22.65194,33.65605,0.949967,7849.22,3.9758277511
30.12996,30.35447,0.912243,7931.64,3.6355126017
17.76724,20.42728,0.944993,7687.96,3.428955905
23.48171,27.93934,0.90889,7102.88,3.4889983075
24.38749,39.42738,0.959617,7624.58,4.0362377247
20.75268,26.20368,0.950288,7818.88,3.7388770786
30.83523,33.28507,0.886188,6727.05,3.4896090879
19.04262,24.47844,0.910632,7398.86,3.3861459727
25.23975,52.62857,0.925618,7085.14,3.7087160158
45.7071,46.45714,0.91295,7483.63,3.6090432873
29.19304,30.26578,0.90491,7499.49,3.4557542418
52.31782,53.15363,0.930792,8687.7,3.893131186
50.11124,51.04419,0.926624,8117.59,3.7654519548
20.67192,23.19232,0.909803,6959.18,3.3665587323
40.44971,62.73071,0.980392,7840.95,6.4024766793
30.62075,31.85702,0.917608,7484.01,3.3733051627
46.18441,71.11212,0.984802,8241.84,8.0434790605
46.05909,62.78208,0.972275,7867.35,5.273566362
41.51669,62.70071,0.981355,8016.8,6.5593193605
36.74732,54.56358,0.958961,7426.47,4.2885615889
37.9656,54.04844,0.962198,7802.31,4.4552161823
37.9656,41.41871,0.923213,7663.42,3.6259813422
39.73524,43.5317,0.924179,7507.11,3.5550315669
41.34652,62.59552,0.978817,7957.09,6.3087065376
38.41226,45.05021,0.936141,7453.77,3.6327105651
38.89054,41.93824,0.919752,7476.37,3.4958957599
40.06226,48.27821,0.944081,7782.23,3.9120851541
41.34821,62.56662,0.981893,8086.66,6.7915746968
40.5813,48.46173,0.94353,7643.5,3.8528772194
20.80028,37.32953,0.950033,8172.88,3.9402388607
19.36321,23.56567,0.900385,7288.23,3.3950330316
40.41744,46.82162,0.946465,8006.25,4.1438821979
44.60122,44.79428,0.936772,8455.72,3.7112344537
46.22822,47.20944,0.921446,7374.26,3.507148682
13.39473,18.55459,0.905177,7192.04,3.2814751868
44.14911,44.32751,0.930644,8202.21,3.5500369208
29.66947,30.795,0.90859,7455.09,3.4844552769
39.85604,46.63321,0.93624,7983.91,4.0538407244
29.66924,30.21243,0.916351,7627.16,3.8897258196
33.85614,34.30889,0.9314,8361.83,3.5989174803
49.47933,49.60351,0.91836,7604.19,3.7778759785
32.72746,33.5813,0.925698,8396.35,3.7174632567
45.77396,45.98426,0.905307,6686.15,3.4168051984
34.33287,35.13255,0.9305,8589.1,3.7642146893
17.92495,22.15212,0.889535,6820.98,3.4988688921
49.83515,50.439,0.927833,8062.51,3.7890350214
30.60517,31.16632,0.918226,8011.43,3.5867517998
47.10823,71.26798,0.984738,8681.34,8.516900971
44.94042,49.36334,0.938896,7746.32,3.8129900216
31.30832,32.08584,0.920654,7844.33,3.4950466937
29.73133,41.0998,0.976464,8440.75,5.7882940625
20.9822,27.03554,0.925116,7399.63,3.6068554325
45.90821,71.0106,0.985249,8595.71,8.3967495312
45.31384,54.46888,0.955118,8130.15,4.4622519608
48.17028,48.52208,0.958617,8588.04,4.1305105063
48.65625,49.0274,0.957871,8475.3,4.0711249456
45.40171,62.12739,0.969541,7880.92,5.0949812325
48.95179,49.30958,0.95769,8175.18,3.8615202066
31.84084,32.41049,0.921671,7522.54,3.3872768742
54.71691,55.2142,0.937823,8052.01,3.8448602981
18.62705,23.66185,0.903475,7102.36,3.393932359
38.07915,53.94423,0.964354,7662.96,4.6390513605
28.84828,37.90776,0.975104,8156.82,5.3515524248
23.21439,32.13416,0.949546,7701.75,3.9830026273
28.74889,29.36832,0.90776,7034.28,3.5024881376
21.01069,27.63872,0.924917,7636.49,3.6426651797
36.51484,42.91301,0.920435,7806.51,3.7534068577
42.30238,63.33637,0.981564,8160.59,6.5201737906
41.55988,46.57778,0.94869,7939.34,4.1309344187
28.95574,40.59545,0.976511,8461.9,5.6865448385
23.95004,34.72529,0.951551,7781.38,4.0577416518
41.51335,62.79715,0.982518,8499.28,7.145981261
40.14658,53.72389,0.963832,8146.45,4.8319221759
20.87027,22.54074,0.898774,7415.28,3.406263479
39.99311,53.81151,0.961655,8102.2,4.7671334921
23.76094,34.65622,0.951679,7534.01,4.0033694991
49.95514,50.52537,0.927765,8015.89,3.7619860624
38.83137,48.02199,0.947548,7894.68,4.0522435143
30.60138,31.18525,0.918875,7752.91,3.5272822883
28.6656,40.29332,0.975973,8414.18,5.5425119686
39.49299,42.42587,0.928072,7721.81,3.7368578212
41.50733,62.81556,0.981839,8467.86,7.0045099542
38.8444,46.47057,0.943946,7971.52,4.0194646064
46.86438,47.83197,0.921967,7803.39,3.6644481972
38.96976,46.35042,0.94322,7968.88,3.989967176
39.67608,63.0235,0.9813,8672.05,7.1263225285
41.92467,62.83568,0.981816,8335.5,6.889268493
29.37739,30.48473,0.912823,7497.5,3.4387137865
28.65375,38.68001,0.974574,8100.08,5.1744738002
20.25225,25.01717,0.922268,7267.06,3.3736247033
46.93328,47.90722,0.92338,7218.07,3.6410764032
22.91883,31.35406,0.944368,7929.22,3.8971662678
19.08135,24.99608,0.907195,7227.37,3.454826719
47.90317,48.87081,0.921292,7457.7,3.6214054245
29.80718,30.47753,0.909457,7310.75,3.3983484034
23.21719,33.91696,0.946171,7576.53,3.8197642601
29.49915,30.25458,0.901964,7215.44,3.2936850216
24.17836,34.34936,0.947723,7629.82,3.9732170592
38.78887,46.60812,0.941213,7864,3.9958964548
21.7495,27.8806,0.930324,6779.97,3.5649740271
21.43278,24.65141,0.903173,6810.93,3.1901204491
19.45986,23.73478,0.8998,7176.83,3.3348805203
42.5291,62.87062,0.982527,8392.63,7.1673703805
44.96243,45.14586,0.935511,8179.53,3.674349463
40.86034,46.64671,0.946937,7844.67,4.0793563062
40.00398,53.76356,0.961963,7917.5,4.6703041502
30.61064,31.31476,0.920556,8238.96,3.6464671278
30.5767,31.21547,0.917322,7828.75,3.5100831057
34.49494,35.70255,0.944248,8258.82,3.9428531541
29.13419,29.82018,0.909772,7973.4,3.5479628819
32.32302,43.99257,0.931738,7253,3.9824522522
14.62817,16.74928,0.876526,7822.06,3.616978768
19.57971,32.7664,0.944286,7734.31,3.7120576329
32.23831,43.04029,0.941609,7747.95,3.9781515919
34.86508,37.25692,0.925369,7617.7,3.864053908
25.59481,47.59401,0.970921,8298.01,5.0042343962
21.95656,39.54939,0.952619,8233.04,4.0910812436
21.26982,26.55508,0.927597,7943.41,3.6899206423
25.49374,48.95237,0.971157,8154.67,4.9116645618
31.77597,32.53453,0.919005,8453.28,3.6166473455
44.87769,44.99003,0.8971,6592.29,3.3993489209
49.86049,49.96902,0.954797,8455.91,3.9262847385
49.85741,50.1689,0.954564,7929.11,3.6219177995
39.31414,44.13429,0.926518,7571.58,3.6800971609
34.2711,53.8504,0.953284,7718.61,4.2345058366
41.94977,42.09114,0.920573,8373.69,3.685073286
40.05637,46.44847,0.943939,7603.47,3.9309359547
41.69128,46.59285,0.946017,7710.76,4.0166281805
22.00557,25.797,0.919889,7961.83,3.6511092931
20.49051,22.16582,0.906791,6777.37,3.2458167266
22.25,29.27249,0.901387,6636,3.4506368721
17.20174,21.28892,0.823536,4282.51,2.2958534304
24.05961,37.63106,0.946058,6558.83,3.3324908937
20.89423,26.87898,0.935313,6536.5,3.0707684812
11.55006,15.76188,0.765937,4641.87,2.7953158231
15.66239,18.19905,0.923127,6933.63,3.1837741404
11.78503,13.22222,0.781353,5192.21,3.0858161944
31.02129,36.06315,0.953664,6758.34,3.73748483
16.97562,19.1319,0.868358,5835.54,2.9660727279
12.8492,14.60597,0.790467,5607.07,2.9076884548
24.12151,27.22422,0.876441,5524.1,2.9142965455
17.22141,20.94427,0.808067,5002.02,2.670085249
15.22682,17.67708,0.86878,7163.71,3.2919388808
19.50327,21.02669,0.855482,6397.46,3.2531864326
19.53832,23.45106,0.944205,7718.42,3.5541068666
18.2628,21.4869,0.938359,7200.47,3.2087401834
32.4153,33.81121,0.872297,6512.65,3.3177049221
23.67846,26.7033,0.9117,6340.22,3.3002553775
27.53708,28.88638,0.890689,6846.78,3.83446692
14.85567,22.3147,0.863841,5446.54,3.089439232
18.42976,19.44541,0.916131,7604.34,3.1608765827
31.4228,32.86194,0.85661,7230.41,3.4596214567
32.68522,34.03603,0.886984,6473.31,3.4449466604
19.44539,19.80039,0.875537,6416.71,3.3548442154
13.90073,19.70565,0.882275,5543.52,2.7347963589
20.626,22.04266,0.845918,5350.1,2.9528945176
30.16365,46.22045,0.967728,7434.59,4.5211576073
26.83502,28.51204,0.88242,6850.82,3.8533208133
17.10259,18.07491,0.871711,6842.61,3.7258248944
16.76265,19.31736,0.885294,6176.37,2.9433725407
34.02101,34.42975,0.896811,7207.03,3.5315728393
22.01747,22.48235,0.881833,6324.14,3.5820790026
30.71872,32.1486,0.888339,6396.17,3.3076963633
19.35195,20.50771,0.876299,6373.31,3.2239105686
28.49046,29.20177,0.873286,5565.57,3.9328127499
27.98153,29.53321,0.861506,5167.92,3.7907716753
28.18288,29.32541,0.868276,6623.63,3.4862649305
27.95509,29.46771,0.866641,6327.89,3.3651285483
11.55178,15.35807,0.859234,6607.6,3.3216755946
16.75735,21.68098,0.931368,7400.7,3.4065518857
17.52134,18.29291,0.917657,7311.85,3.1745858159
13.02145,14.51499,0.82186,6076.17,3.2287521864
15.11281,18.33261,0.919468,7414.8,3.180706051
26.03954,26.68767,0.856205,6019.37,3.5368981302
25.91336,27.41489,0.867387,6296.91,3.4642800167
28.07199,29.60803,0.891428,7150.37,3.63908576
24.94798,26.56192,0.857727,6468.27,3.4897467139
18.05885,23.20084,0.895273,6582.34,2.7654588096
17.96514,25.00528,0.944707,7140.06,3.468983799
30.51404,61.71176,0.96607,7152.27,4.5087662495
18.68518,23.06771,0.909703,7078.06,3.0720008297
16.9408,20.3265,0.927052,7146.55,3.1915829777
28.67264,29.64139,0.875941,6844.23,3.5688615489
22.57121,28.12006,0.910868,6362.31,3.4265997569
31.72543,33.92598,0.955088,7042.39,3.9480922909
14.96729,16.0753,0.804021,5459.54,3.4058774227
27.59632,28.81614,0.875442,5875.11,3.8095098284
20.57233,26.75963,0.898409,6622.36,3.444389884
22.37305,23.46401,0.935331,7041.95,3.330150727
12.96399,19.06151,0.877263,6178.96,3.3384218919
12.11292,16.73711,0.872691,6515.52,3.2329880195
22.47722,28.37943,0.904348,6648.23,3.3781826421
30.47408,61.82034,0.964651,7100.48,4.3787418198
12.04987,13.95088,0.79744,5518.94,3.2970221521
23.28898,41.19324,0.9407,7009.87,3.5237592298
18.07346,24.83946,0.944984,7279.83,3.5876109503
16.20409,20.3845,0.872191,6181.1,3.1883507764
15.11799,16.06352,0.832242,6183.42,3.7714268876
20.8255,22.47528,0.895081,6960.91,3.7798528629
14.16047,37.17442,0.933173,7154.21,3.6050052975
13.69973,15.19292,0.890811,6129.88,3.4239575775
23.67972,25.49007,0.93388,7126.41,3.4352353682
28.30019,35.95701,0.936487,7138.28,3.5049996064
15.84844,23.08489,0.929435,7156.32,3.3858765705
17.65519,19.08267,0.876815,7436.11,3.8458715298
23.01284,25.38037,0.920834,6748.86,3.6433901554
34.19222,43.51271,0.955992,7453.71,3.9962940932
12.74516,14.59384,0.89996,7382.18,3.2763983039
18.14901,21.88476,0.943106,7713.81,3.6490467051
13.09791,13.80156,0.796425,4804.48,3.6635392581
23.6433,27.43986,0.946184,7778.01,3.6091336481
32.7136,35.07262,0.964979,8277.21,4.5602486547
19.68865,26.74571,0.905359,6664.66,3.4152672963
24.56168,29.12728,0.961468,8677.26,4.3566223536
15.17978,17.51845,0.864513,7086.01,3.7342026642
17.01082,21.51965,0.908533,7044.19,3.5675612881
26.83663,41.30813,0.961293,7301.58,4.2236316002
23.12312,24.85276,0.942146,7340.09,3.4507876643
10.86927,15.62682,0.806292,5221.49,3.1093790355
9.26294,11.96898,0.708396,3552.78,3.1139106156
14.80512,15.00685,0.824307,5927.22,3.8897796496
12.66396,16.43722,0.8502,6245.68,3.1994477603
19.14151,22.76014,0.867069,5965.49,3.154546282
21.5653,22.78743,0.875231,6603.87,3.2818075134
19.47554,20.55787,0.83215,5080.36,2.9844976138
31.1585,31.64445,0.894803,6863.03,3.2314175418
39.34387,40.51826,0.91373,7897.65,3.5827127161
33.18858,39.2056,0.911424,7277.64,3.3408077156
20.39101,29.35842,0.959303,7841.36,4.0372374971
30.3199,38.13634,0.942496,6558.53,3.7726294519
40.32081,41.48283,0.913319,7535.14,3.4664036259
14.85969,25.91705,0.922422,7353.37,3.2165884871
32.49236,45.8593,0.945822,7499.12,3.7986246788
23.93587,24.63749,0.896601,6928.44,3.2010669284
14.58659,25.33313,0.919896,7240.14,3.2147838267
19.8515,23.26083,0.882424,6754.29,3.3604013574
26.37674,27.3036,0.912241,8104.2,3.4065330957
39.59929,40.77327,0.906423,7339.98,3.4949955148
33.46152,53.70475,0.976254,8037.47,5.605050321
15.71925,17.64957,0.890119,7038.47,3.1906961546
19.29791,21.67309,0.899767,7067.31,3.2223707612
25.73805,32.34547,0.918287,6767.93,3.4318586878
12.76372,17.17815,0.870861,6473.61,3.3136300464
19.84081,28.14658,0.918541,7018.15,3.5546332264
21.03576,25.6757,0.94631,8010.24,3.7029289455
20.3933,23.58853,0.946709,8041.16,3.698126693
14.91667,18.52595,0.885667,7084.88,3.1227797944
17.96555,18.56093,0.886271,7766.32,3.2702222943
33.81896,39.78342,0.941606,6526.83,3.7836029278
14.02896,18.88428,0.909232,7649.96,3.2023568287
16.25488,20.9469,0.905391,7060.45,3.3038617526
26.13032,32.82763,0.904408,6251.19,3.2985367135
34.1473,35.46035,0.891194,6411.05,3.4912983532
36.48899,37.67163,0.887374,5994.91,3.5941346957
21.97613,22.41505,0.897753,7942.26,3.2616666449
15.26271,21.78595,0.909548,6763.59,3.2193205384
25.76385,26.04901,0.795876,4281.66,2.6096657472
38.37705,47.24149,0.966378,7977.44,5.0085472188
21.38037,28.80198,0.954561,8025.59,4.0679174054
12.99297,16.94038,0.853656,6744.62,3.3213356571
15.4072,19.87039,0.903837,7387.3,3.2870290464
21.59818,28.15117,0.952529,7818.75,3.8312507558
15.37717,21.21285,0.902828,7058.76,3.2362737032
25.78629,33.49711,0.90238,6272.04,3.279989895
19.94625,27.66286,0.944955,7944.56,3.7629115839
20.05238,26.68399,0.954038,7482.4,3.6638578202
14.55082,16.18341,0.861447,6253.2,3.2955277321
26.98249,35.47103,0.943022,7136.66,3.7609392016
35.86742,36.69396,0.892491,6390.6,3.3006028627
19.24051,29.16635,0.902648,6024.71,3.1700652041
17.74044,19.59585,0.888978,7261.62,3.227223264
11.97157,21.83581,0.894386,6870.12,3.003510909
20.08155,23.15086,0.88638,6453.72,3.2736033816
19.80566,23.30883,0.880606,6063.64,3.1729952932
20.2231,28.22887,0.955852,7867.31,3.9093295373
19.6336,21.65393,0.880076,7035.93,3.2619189831
12.96051,16.70835,0.861578,6288.97,3.1737313861
13.13142,16.91772,0.866154,6387.23,3.1114323939
15.62826,21.76108,0.909239,7086.92,3.2280631506
15.30125,21.78304,0.906918,7080.27,3.1799250753
27.88357,36.46285,0.939555,7240.33,3.7957750605
40.228,43.73645,0.971949,8114.4,5.4999408237
28.19556,34.86633,0.962984,8056.92,4.5223186562
18.56531,27.27565,0.924131,7520.95,3.6411357042
35.7366,45.97232,0.964681,7114.88,4.4518271467
20.32903,26.58148,0.954712,7466.07,3.6340861127
26.49436,37.21237,0.936488,6344.52,3.5069173021
25.74795,32.01285,0.902375,7087.89,3.4110238207
19.88976,21.94024,0.872271,6514.4,3.1378514151
27.23565,34.55471,0.934525,7202.54,3.5698043936
25.95334,32.89917,0.918844,6872.73,3.4941637444
26.40979,31.31972,0.917277,6951,3.4489503327
19.47918,21.73737,0.881931,7110.49,3.2956721926
38.30842,47.09242,0.965578,7378.05,4.803146896
14.94949,21.7563,0.905542,7239.9,3.3053234044
14.25838,16.38737,0.852817,6657.94,3.2495939731
23.15841,28.69892,0.952981,7887.55,3.8759401246
19.6364,26.66547,0.906759,7595.15,3.3555908127
27.02935,29.68575,0.905035,5647.88,2.9593927697
36.0535,36.55557,0.888635,6372.34,3.2179453329
19.76853,22.12914,0.94798,7535.61,3.4093336973
29.15748,29.42823,0.804526,4220.03,2.3015869463
20.42787,28.6701,0.949687,7800.41,3.7784115996
26.5618,36.49626,0.930844,7029.88,3.6401026912
22.27256,31.36647,0.962363,7827.7,4.1381430215
34.56262,39.1076,0.951861,7124.49,4.0368302786
19.35504,24.36884,0.891125,6260.2,3.1884780288
22.33665,23.51953,0.900215,7769.91,3.4193509093
22.21179,29.62602,0.95773,7682.25,3.9476810119
19.41055,26.35527,0.912144,7070.68,3.3865905417
19.51766,22.79541,0.886548,6772.72,3.3340240115
15.73316,21.61169,0.907163,7095.71,3.181661865
33.22635,39.50654,0.944536,7110.93,3.8534051966
20.70944,28.92288,0.955415,7960.21,4.0374159039
33.42534,39.81623,0.93881,6572.65,3.7788205404
29.18809,37.15976,0.937158,7104.27,3.8830713626
20.0867,23.47657,0.949697,7949.28,3.8162437828
19.15428,25.18537,0.932847,6955.77,3.231745862
17.23204,23.20526,0.898265,5957.26,3.2441854259
13.0553,15.39389,0.917927,6902.86,3.1420699385
7.59357,11.75847,0.719828,3770.65,2.8829514865
9.4706,14.65052,0.828037,5239.11,3.3397057881
19.98616,24.94435,0.899275,7056.72,3.4963170587
16.31408,17.16133,0.848827,6094.01,3.0083931839
18.17492,24.392,0.945931,7743.62,3.6180146226
21.37773,27.13577,0.94441,7723.66,3.5897333851
33.1492,43.01202,0.950608,7319.16,4.1992380867
33.65298,42.60793,0.959969,7638.59,4.3027363216
15.55885,18.85395,0.8709,6515.87,3.4422847034
21.17132,24.58978,0.955732,8170.86,3.8536606082
14.08185,15.58698,0.8537,6476.5,3.386735515
31.95074,34.90708,0.942455,8171.85,3.9142069618
22.46075,27.42255,0.913151,6937.36,3.5998422451
14.36841,18.59775,0.876686,5951.7,2.9661685896
21.03529,26.8134,0.94616,7510.43,3.5520813724
15.36125,16.75453,0.92196,7733.02,3.0849801086
20.93506,26.45183,0.956261,7928.47,3.8002239605
16.51554,19.9291,0.903719,6612.65,3.144349472
26.88795,32.27048,0.927197,7064.33,3.2391977941
27.19038,28.1302,0.931716,7094.99,3.3553926084
22.05327,23.98939,0.886263,8064,3.3679986385
14.91946,25.30251,0.914855,7400.53,3.2162994065
36.0064,37.26283,0.895783,6949.95,3.1629281364
20.10907,20.92424,0.869681,7169.88,3.1670397476
18.2472,20.91087,0.9275,7962.53,3.2590630199
33.17296,34.3013,0.879693,6452.48,3.2909799187
10.86246,22.09722,0.881783,6831.69,2.9213114145
20.22829,21.47076,0.877314,7291.22,3.2096940329
31.118,32.58474,0.872731,7068.65,3.2518936001
11.00237,21.95153,0.8762,6671.3,2.8696744104
32.60656,33.41338,0.875091,7260.28,3.310570293
15.68209,18.63822,0.85662,6994.12,3.2551611707
38.30921,65.50426,0.966257,7827.42,4.6111585587
13.13296,24.20966,0.906014,6856.72,2.8712893656
23.62062,24.58253,0.890469,6730.12,3.1000336487
14.62207,22.71855,0.887976,6930.95,3.1382636344
16.19603,18.15168,0.867185,6474.65,3.2754334012
14.70421,18.17314,0.863942,6366.68,3.2515537859
27.87528,32.81132,0.96106,7694.15,4.0757610959
18.43428,23.67642,0.948215,7937.45,3.6303292321
38.17575,44.72493,0.972985,7942.02,5.2397255956
28.1867,36.97334,0.937548,7372.73,3.7912725679
